ndvi_id,latitude,longitude,date,ndvi,vegetation_health
NDVI02114,19.900344,74.410511,2025-07-14,0.424,Moderate
NDVI02115,19.86949,74.367064,2017-11-26,0.282,Sparse
NDVI02116,19.920321,74.42497,2025-04-18,-0.124,Bare/Water
NDVI02117,19.901424,74.509915,2021-05-10,0.252,Sparse
NDVI02118,19.842217,74.507579,2022-08-09,0.677,Healthy
NDVI02119,19.923116,74.399193,2025-11-17,0.143,Sparse
NDVI02120,19.833195,74.549257,2025-01-30,-0.032,Bare/Water
NDVI02121,19.923027,74.375107,2016-09-21,0.543,Healthy
NDVI02122,19.857088,74.366405,2023-11-30,0.232,Sparse
NDVI02123,19.827182,74.354089,2020-08-05,0.602,Healthy
NDVI02124,19.82548,74.373047,2024-10-03,0.574,Healthy
NDVI02125,19.840424,74.566575,2022-08-19,0.785,Very Healthy
NDVI02126,19.824015,74.407979,2025-09-20,0.521,Healthy
NDVI02127,19.844845,74.500134,2024-01-26,0.072,Bare/Water
NDVI02128,19.822298,74.392946,2025-05-26,0.201,Sparse
NDVI02129,19.896845,74.36032,2019-04-11,-0.079,Bare/Water
NDVI02130,19.857664,74.442262,2018-08-19,0.732,Very Healthy
NDVI02131,19.86564,74.558437,2025-09-15,0.726,Very Healthy
NDVI02132,19.88011,74.408611,2017-03-12,0.038,Bare/Water
NDVI02133,19.915693,74.533578,2020-05-02,0.093,Bare/Water
NDVI02134,19.893889,74.580742,2021-02-15,-0.33,Bare/Water
NDVI02135,19.92429,74.415003,2018-07-03,0.402,Moderate
NDVI02136,19.896021,74.48892,2025-09-02,0.488,Moderate
NDVI02137,19.859328,74.354569,2023-07-04,0.263,Sparse
NDVI02138,19.937736,74.484096,2024-09-16,0.728,Very Healthy
NDVI02139,19.804462,74.564313,2021-10-04,0.42,Moderate
NDVI02140,19.928242,74.394677,2018-04-26,-0.054,Bare/Water
NDVI02141,19.869736,74.471889,2017-03-12,-0.012,Bare/Water
NDVI02142,19.834561,74.443665,2021-08-10,0.459,Moderate
NDVI02143,19.822874,74.547024,2026-01-29,-0.042,Bare/Water
NDVI02144,19.922434,74.507887,2024-08-11,0.649,Healthy
NDVI02145,19.885808,74.509091,2019-09-01,0.592,Healthy
NDVI02146,19.916888,74.476438,2022-09-19,0.593,Healthy
NDVI02147,19.903616,74.585392,2021-07-21,0.518,Healthy
NDVI02148,19.891836,74.367711,2018-07-23,0.446,Moderate
NDVI02149,19.902535,74.51748,2023-09-06,0.697,Healthy
NDVI02150,19.934987,74.564503,2018-11-10,0.385,Moderate
NDVI02151,19.907599,74.49507,2023-03-18,-0.164,Bare/Water
NDVI02152,19.939319,74.375592,2025-02-06,-0.16,Bare/Water
NDVI02153,19.916952,74.530346,2022-03-27,-0.138,Bare/Water
NDVI02154,19.928184,74.364957,2017-04-14,-0.062,Bare/Water
NDVI02155,19.920583,74.435045,2016-12-15,0.079,Bare/Water
NDVI02156,19.868314,74.593753,2021-01-14,-0.104,Bare/Water
NDVI02157,19.928669,74.477259,2016-09-18,0.602,Healthy
NDVI02158,19.849247,74.478604,2024-07-19,0.546,Healthy
NDVI02159,19.895533,74.37365,2023-09-05,0.57,Healthy
NDVI02160,19.860238,74.54092,2021-01-03,0.17,Sparse
NDVI02161,19.829013,74.438049,2024-10-13,0.586,Healthy
NDVI02162,19.801697,74.360515,2024-03-21,-0.083,Bare/Water
NDVI02163,19.857778,74.544456,2020-05-18,0.23,Sparse
NDVI02164,19.915674,74.476509,2019-02-08,-0.127,Bare/Water
NDVI02165,19.93344,74.45642,2019-01-01,0.008,Bare/Water
NDVI02166,19.933728,74.460056,2026-07-20,0.536,Healthy
NDVI02167,19.885295,74.412393,2024-07-29,0.619,Healthy
NDVI02168,19.8882,74.403479,2023-09-17,0.345,Moderate
NDVI02169,19.949526,74.409235,2024-03-14,-0.085,Bare/Water
NDVI02170,19.836785,74.411749,2017-12-26,0.138,Sparse
NDVI02171,19.895746,74.563684,2021-12-22,0.106,Sparse
NDVI02172,19.941979,74.472013,2020-07-04,0.284,Sparse
NDVI02173,19.832192,74.456629,2017-07-29,0.458,Moderate
NDVI02174,19.948999,74.353993,2017-01-01,-0.069,Bare/Water
NDVI02175,19.807639,74.588267,2024-10-13,0.568,Healthy
NDVI02176,19.834474,74.524842,2023-01-21,-0.018,Bare/Water
NDVI02177,19.817764,74.434283,2017-02-22,-0.237,Bare/Water
NDVI02178,19.830329,74.36345,2024-11-30,0.243,Sparse
NDVI02179,19.862748,74.500964,2021-11-24,0.133,Sparse
NDVI02180,19.850093,74.519481,2025-11-21,0.306,Moderate
NDVI02181,19.935313,74.356558,2018-03-15,-0.153,Bare/Water
NDVI02182,19.811394,74.519753,2023-03-08,-0.128,Bare/Water
NDVI02183,19.809851,74.39177,2025-05-09,0.146,Sparse
NDVI02184,19.852178,74.567513,2020-07-22,0.555,Healthy
NDVI02185,19.946094,74.397905,2018-01-03,-0.022,Bare/Water
NDVI02186,19.820426,74.351426,2020-07-15,0.38,Moderate
NDVI02187,19.82739,74.54646,2018-07-06,0.384,Moderate
NDVI02188,19.923757,74.594302,2022-08-12,0.626,Healthy
NDVI02189,19.940006,74.494921,2025-06-09,0.453,Moderate
NDVI02190,19.808538,74.572169,2021-08-16,0.604,Healthy
NDVI02191,19.872616,74.455742,2017-02-12,-0.168,Bare/Water
NDVI02192,19.919515,74.519144,2018-05-06,0.158,Sparse
NDVI02193,19.83951,74.582548,2020-04-09,0.068,Bare/Water
NDVI02194,19.928929,74.595519,2019-04-14,-0.015,Bare/Water
NDVI02195,19.933589,74.412154,2024-09-05,0.754,Very Healthy
NDVI02196,19.937296,74.510102,2016-08-23,0.443,Moderate
NDVI02197,19.861696,74.520753,2022-05-07,0.26,Sparse
NDVI02198,19.823229,74.424864,2021-05-09,0.026,Bare/Water
NDVI02199,19.93298,74.358271,2018-02-10,0.147,Sparse
NDVI02200,19.865482,74.58182,2022-10-30,0.523,Healthy
NDVI02201,19.90807,74.38014,2016-12-27,-0.101,Bare/Water
NDVI02202,19.848159,74.549524,2018-03-25,-0.004,Bare/Water
NDVI02203,19.845999,74.47657,2022-01-25,0.029,Bare/Water
NDVI02204,19.856359,74.557326,2020-04-04,-0.053,Bare/Water
NDVI02205,19.911999,74.397259,2024-07-06,0.33,Moderate
NDVI02206,19.806283,74.491661,2023-05-16,0.121,Sparse
NDVI02207,19.838916,74.380075,2024-08-01,0.364,Moderate
NDVI02208,19.856973,74.567105,2018-04-21,-0.029,Bare/Water
NDVI02209,19.888376,74.496023,2017-05-17,0.347,Moderate
NDVI02210,19.90806,74.479018,2017-03-11,-0.172,Bare/Water
NDVI02211,19.901064,74.352508,2021-10-29,0.49,Moderate
NDVI02212,19.808162,74.516132,2022-05-23,0.007,Bare/Water
NDVI02213,19.888038,74.53459,2021-06-01,0.238,Sparse
NDVI02214,19.933297,74.512954,2021-08-24,0.532,Healthy
NDVI02215,19.91707,74.597433,2025-10-03,0.384,Moderate
NDVI02216,19.871462,74.479714,2019-02-04,-0.29,Bare/Water
NDVI02217,19.861908,74.384709,2022-11-09,0.35,Moderate
NDVI02218,19.945151,74.558747,2024-06-07,0.397,Moderate
NDVI02219,19.826691,74.555486,2026-02-06,-0.03,Bare/Water
NDVI02220,19.817799,74.539337,2025-07-18,0.657,Healthy
NDVI02221,19.856018,74.548311,2016-10-10,0.29,Sparse
NDVI02222,19.869408,74.450841,2018-12-03,0.233,Sparse
NDVI02223,19.828664,74.472799,2024-10-11,0.318,Moderate
NDVI02224,19.804992,74.389534,2022-02-09,-0.045,Bare/Water
NDVI02225,19.93779,74.490623,2018-05-20,0.331,Moderate
NDVI02226,19.870359,74.366196,2022-07-17,0.421,Moderate
NDVI02227,19.816452,74.472713,2023-11-01,0.321,Moderate
NDVI02228,19.888446,74.45631,2020-09-22,0.571,Healthy
NDVI02229,19.834164,74.5939,2020-04-02,0.036,Bare/Water
NDVI02230,19.895577,74.396704,2018-05-01,0.196,Sparse
NDVI02231,19.873391,74.514116,2025-01-04,0.02,Bare/Water
NDVI02232,19.904445,74.49593,2026-02-15,-0.235,Bare/Water
NDVI02233,19.910221,74.44108,2016-12-04,0.044,Bare/Water
NDVI02234,19.923337,74.497308,2019-03-06,-0.144,Bare/Water
NDVI02235,19.923126,74.519724,2018-12-23,-0.082,Bare/Water
NDVI02236,19.824975,74.544767,2018-08-12,0.413,Moderate
NDVI02237,19.936339,74.506063,2023-05-28,0.247,Sparse
NDVI02238,19.814653,74.550944,2017-06-23,0.427,Moderate
NDVI02239,19.847738,74.49677,2022-01-23,0.045,Bare/Water
NDVI02240,19.868803,74.536374,2019-12-26,0.08,Bare/Water
NDVI02241,19.93462,74.426231,2019-12-11,0.124,Sparse
NDVI02242,19.910439,74.373312,2016-12-03,0.305,Moderate
NDVI02243,19.882116,74.511685,2022-02-17,-0.298,Bare/Water
NDVI02244,19.88786,74.35868,2018-03-25,-0.017,Bare/Water
NDVI02245,19.842057,74.438245,2025-11-09,0.293,Sparse
NDVI02246,19.86317,74.364771,2019-04-04,0.217,Sparse
NDVI02247,19.871701,74.359651,2023-06-28,0.101,Sparse
NDVI02248,19.871679,74.53925,2025-05-10,0.116,Sparse
NDVI02249,19.927613,74.380497,2023-02-01,-0.085,Bare/Water
NDVI02250,19.867218,74.592975,2019-05-14,0.016,Bare/Water
NDVI02251,19.855668,74.592424,2019-04-21,0.149,Sparse
NDVI02252,19.859643,74.583396,2025-07-09,0.424,Moderate
NDVI02253,19.841925,74.45159,2020-07-31,0.42,Moderate
NDVI02254,19.864086,74.386233,2017-02-23,-0.1,Bare/Water
NDVI02255,19.812673,74.521151,2025-11-12,0.212,Sparse
NDVI02256,19.914171,74.418815,2024-05-19,0.208,Sparse
NDVI02257,19.92445,74.470032,2019-02-05,-0.045,Bare/Water
NDVI02258,19.923758,74.558115,2024-09-09,0.84,Very Healthy
NDVI02259,19.91676,74.374231,2023-07-08,0.555,Healthy
NDVI02260,19.906792,74.587385,2026-03-27,0.02,Bare/Water
NDVI02261,19.900071,74.409041,2018-12-18,0.218,Sparse
NDVI02262,19.866401,74.449898,2017-02-26,-0.05,Bare/Water
NDVI02263,19.897939,74.565372,2026-08-04,0.627,Healthy
NDVI02264,19.86848,74.599443,2016-08-18,0.339,Moderate
NDVI02265,19.802203,74.419498,2018-12-17,0.237,Sparse
NDVI02266,19.949016,74.39121,2016-10-19,0.426,Moderate
NDVI02267,19.884053,74.574182,2025-04-01,-0.016,Bare/Water
NDVI02268,19.874949,74.393031,2018-05-16,0.381,Moderate
NDVI02269,19.822826,74.398291,2018-10-06,0.449,Moderate
NDVI02270,19.859654,74.436176,2025-09-15,0.447,Moderate
NDVI02271,19.9076,74.488762,2023-05-19,0.132,Sparse
NDVI02272,19.802477,74.379712,2022-02-19,-0.161,Bare/Water
NDVI02273,19.870063,74.516001,2019-02-20,-0.027,Bare/Water
NDVI02274,19.914954,74.351874,2020-04-21,0.152,Sparse
NDVI02275,19.91188,74.487353,2022-11-30,0.23,Sparse
NDVI02276,19.846281,74.355933,2018-01-10,0.066,Bare/Water
NDVI02277,19.825359,74.391938,2021-02-03,-0.234,Bare/Water
NDVI02278,19.834952,74.567184,2022-04-20,0.129,Sparse
NDVI02279,19.940025,74.439818,2018-01-25,-0.127,Bare/Water
NDVI02280,19.873378,74.546109,2023-11-10,0.413,Moderate
NDVI02281,19.915551,74.461335,2023-04-26,-0.001,Bare/Water
NDVI02282,19.835609,74.53198,2017-09-08,0.602,Healthy
NDVI02283,19.899365,74.571551,2025-05-12,0.047,Bare/Water
NDVI02284,19.880513,74.57619,2023-08-27,0.65,Healthy
NDVI02285,19.852671,74.483768,2021-11-12,0.385,Moderate
NDVI02286,19.847495,74.544892,2022-11-22,0.187,Sparse
NDVI02287,19.837719,74.456974,2020-07-10,0.282,Sparse
NDVI02288,19.910643,74.485887,2017-10-25,0.542,Healthy
NDVI02289,19.932705,74.539871,2025-10-14,0.523,Healthy
NDVI02290,19.938829,74.553594,2020-11-29,0.394,Moderate
NDVI02291,19.871916,74.410656,2023-10-08,0.558,Healthy
NDVI02292,19.899934,74.498287,2022-01-21,-0.197,Bare/Water
NDVI02293,19.947961,74.352849,2026-01-12,0.089,Bare/Water
NDVI02294,19.925931,74.526263,2023-07-12,0.442,Moderate
NDVI02295,19.87763,74.544333,2025-11-02,0.379,Moderate
NDVI02296,19.867666,74.549255,2020-12-27,0.103,Sparse
NDVI02297,19.848328,74.35937,2021-11-08,0.324,Moderate
NDVI02298,19.899461,74.567707,2022-12-21,0.09,Bare/Water
NDVI02299,19.864058,74.532631,2019-01-02,0.044,Bare/Water
NDVI02300,19.917709,74.531131,2025-06-07,0.342,Moderate
NDVI02301,19.81663,74.543608,2024-09-12,0.684,Healthy
NDVI02302,19.887735,74.49857,2018-09-25,0.534,Healthy
NDVI02303,19.889645,74.422839,2017-08-28,0.308,Moderate
NDVI02304,19.921128,74.599165,2020-11-17,0.286,Sparse
NDVI02305,19.831227,74.444498,2020-03-29,-0.117,Bare/Water
NDVI02306,19.943183,74.585909,2026-07-04,0.423,Moderate
NDVI02307,19.800599,74.363814,2017-07-05,0.319,Moderate
NDVI02308,19.923346,74.518365,2019-01-25,-0.156,Bare/Water
NDVI02309,19.804036,74.443543,2020-06-14,0.279,Sparse
NDVI02310,19.939822,74.459269,2023-06-02,0.091,Bare/Water
NDVI02311,19.932478,74.355088,2019-04-13,-0.12,Bare/Water
NDVI02312,19.836672,74.466124,2017-08-27,0.821,Very Healthy
NDVI02313,19.877396,74.42428,2026-05-26,0.033,Bare/Water
NDVI02314,19.913409,74.453718,2025-03-31,0.086,Bare/Water
NDVI02315,19.819989,74.493177,2025-07-23,0.73,Very Healthy
NDVI02316,19.934454,74.479967,2022-04-03,-0.124,Bare/Water
NDVI02317,19.830783,74.58073,2022-07-29,0.735,Very Healthy
NDVI02318,19.934606,74.537035,2019-10-11,0.406,Moderate
NDVI02319,19.933659,74.575625,2023-03-13,-0.281,Bare/Water
NDVI02320,19.912063,74.406021,2019-01-31,-0.059,Bare/Water
NDVI02321,19.835229,74.351092,2019-04-04,-0.034,Bare/Water
NDVI02322,19.907303,74.592247,2023-03-03,-0.23,Bare/Water
NDVI02323,19.929281,74.392477,2022-01-08,-0.146,Bare/Water
NDVI02324,19.840452,74.422648,2025-07-07,0.521,Healthy
NDVI02325,19.834098,74.406509,2017-08-19,0.661,Healthy
NDVI02326,19.897039,74.358198,2016-08-24,0.705,Very Healthy
NDVI02327,19.847063,74.500089,2020-05-28,0.255,Sparse
NDVI02328,19.924968,74.563379,2025-08-22,0.687,Healthy
NDVI02329,19.856072,74.558208,2016-11-26,0.465,Moderate
NDVI02330,19.80014,74.461065,2022-09-08,0.485,Moderate
NDVI02331,19.928313,74.572393,2018-02-16,-0.177,Bare/Water
NDVI02332,19.893732,74.549177,2024-08-14,0.739,Very Healthy
NDVI02333,19.940503,74.390895,2018-01-08,-0.144,Bare/Water
NDVI02334,19.822901,74.458658,2017-09-20,0.613,Healthy
NDVI02335,19.801627,74.529884,2017-12-10,0.243,Sparse
NDVI02336,19.802175,74.409571,2024-01-14,-0.104,Bare/Water
NDVI02337,19.945127,74.489636,2016-09-03,0.454,Moderate
NDVI02338,19.897804,74.557599,2019-02-09,-0.011,Bare/Water
NDVI02339,19.906735,74.436949,2022-10-09,0.657,Healthy
NDVI02340,19.907998,74.360039,2017-02-10,-0.291,Bare/Water
NDVI02341,19.883587,74.380891,2024-09-06,0.431,Moderate
NDVI02342,19.890668,74.567839,2018-10-13,0.547,Healthy
NDVI02343,19.907864,74.58644,2019-10-27,0.251,Sparse
NDVI02344,19.913433,74.433062,2017-08-20,0.844,Very Healthy
NDVI02345,19.947513,74.417655,2022-09-08,0.534,Healthy
NDVI02346,19.908733,74.412845,2016-09-24,0.464,Moderate
NDVI02347,19.905887,74.433844,2025-12-24,0.264,Sparse
NDVI02348,19.825215,74.375268,2020-05-13,0.017,Bare/Water
NDVI02349,19.813234,74.422447,2022-06-26,0.288,Sparse
NDVI02350,19.807485,74.59394,2018-11-09,0.234,Sparse
NDVI02351,19.882422,74.520423,2020-12-13,0.146,Sparse
NDVI02352,19.949813,74.509063,2021-11-13,0.277,Sparse
NDVI02353,19.80361,74.529542,2016-08-30,0.504,Healthy
NDVI02354,19.897298,74.447988,2019-04-12,-0.014,Bare/Water
NDVI02355,19.844075,74.594824,2023-06-13,0.242,Sparse
NDVI02356,19.819759,74.563122,2026-04-23,0.108,Sparse
NDVI02357,19.90885,74.579638,2022-01-15,-0.084,Bare/Water
NDVI02358,19.845631,74.535226,2020-11-17,0.298,Sparse
NDVI02359,19.820785,74.468042,2017-03-17,-0.193,Bare/Water
NDVI02360,19.942601,74.523098,2020-01-15,0.116,Sparse
NDVI02361,19.865147,74.485035,2023-08-06,0.761,Very Healthy
NDVI02362,19.911377,74.497329,2022-04-25,0.004,Bare/Water
NDVI02363,19.835968,74.425438,2026-05-27,0.334,Moderate
NDVI02364,19.80133,74.519311,2025-03-11,0.061,Bare/Water
NDVI02365,19.939871,74.366943,2023-04-21,-0.132,Bare/Water
NDVI02366,19.928628,74.477352,2021-11-27,0.324,Moderate
NDVI02367,19.894323,74.515955,2017-09-11,0.686,Healthy
NDVI02368,19.946568,74.520587,2021-11-02,0.388,Moderate
NDVI02369,19.813949,74.469522,2024-12-29,0.05,Bare/Water
NDVI02370,19.805167,74.479007,2022-10-10,0.637,Healthy
NDVI02371,19.830931,74.429966,2018-01-08,0.054,Bare/Water
NDVI02372,19.802829,74.43691,2019-09-15,0.83,Very Healthy
NDVI02373,19.937955,74.430652,2020-04-08,0.061,Bare/Water
NDVI02374,19.867475,74.506623,2025-04-10,-0.172,Bare/Water
NDVI02375,19.838876,74.588121,2020-10-02,0.689,Healthy
NDVI02376,19.887058,74.523226,2025-03-27,-0.048,Bare/Water
NDVI02377,19.836291,74.505874,2019-02-13,-0.32,Bare/Water
NDVI02378,19.851677,74.470746,2020-03-19,-0.002,Bare/Water
NDVI02379,19.94238,74.44527,2022-08-16,0.703,Very Healthy
NDVI02380,19.840744,74.523981,2024-04-04,-0.282,Bare/Water
NDVI02381,19.853321,74.498182,2019-03-17,-0.133,Bare/Water
NDVI02382,19.939771,74.485158,2021-11-28,0.334,Moderate
NDVI02383,19.925371,74.563797,2018-04-10,0.157,Sparse
NDVI02384,19.891022,74.367163,2019-02-18,-0.143,Bare/Water
NDVI02385,19.849293,74.462459,2018-12-16,0.014,Bare/Water
NDVI02386,19.940141,74.533764,2023-04-01,0.002,Bare/Water
NDVI02387,19.93982,74.502408,2021-02-23,-0.064,Bare/Water
NDVI02388,19.917994,74.59212,2022-08-09,0.462,Moderate
NDVI02389,19.943123,74.57338,2020-02-12,-0.112,Bare/Water
NDVI02390,19.881711,74.464937,2017-02-19,0.044,Bare/Water
NDVI02391,19.910136,74.548571,2024-08-25,0.744,Very Healthy
NDVI02392,19.911078,74.478769,2025-06-13,0.251,Sparse
NDVI02393,19.811429,74.531548,2017-02-10,-0.241,Bare/Water
NDVI02394,19.938076,74.455284,2016-08-04,0.465,Moderate
NDVI02395,19.907515,74.575849,2016-09-19,0.617,Healthy
NDVI02396,19.941991,74.498888,2017-02-22,-0.135,Bare/Water
NDVI02397,19.892371,74.509063,2017-02-01,-0.03,Bare/Water
NDVI02398,19.918219,74.494095,2024-02-24,-0.037,Bare/Water
NDVI02399,19.840705,74.589176,2018-09-01,0.566,Healthy
NDVI02400,19.873266,74.52853,2025-07-09,0.537,Healthy
NDVI02401,19.872943,74.56193,2025-06-29,0.507,Healthy
NDVI02402,19.873389,74.572498,2018-11-30,0.316,Moderate
NDVI02403,19.808319,74.535632,2023-12-19,0.234,Sparse
NDVI02404,19.816206,74.480883,2024-02-23,-0.017,Bare/Water
NDVI02405,19.848285,74.570175,2017-12-18,0.179,Sparse
NDVI02406,19.935277,74.538365,2026-07-06,0.244,Sparse
NDVI02407,19.935436,74.361841,2025-07-30,0.601,Healthy
NDVI02408,19.817406,74.377668,2018-05-09,0.077,Bare/Water
NDVI02409,19.824458,74.355831,2016-11-12,0.32,Moderate
NDVI02410,19.940083,74.53572,2021-01-01,0.067,Bare/Water
NDVI02411,19.857462,74.373494,2019-12-13,0.177,Sparse
NDVI02412,19.894497,74.351888,2019-05-04,0.066,Bare/Water
NDVI02413,19.817485,74.502214,2017-06-05,0.272,Sparse
NDVI02414,19.810644,74.386791,2024-03-07,-0.131,Bare/Water
NDVI02415,19.87362,74.484732,2019-09-10,0.581,Healthy
NDVI02416,19.949827,74.596783,2023-03-25,-0.169,Bare/Water
NDVI02417,19.927346,74.398275,2018-06-24,0.389,Moderate
NDVI02418,19.877998,74.527481,2020-10-30,0.401,Moderate
NDVI02419,19.837202,74.519279,2021-12-01,0.301,Moderate
NDVI02420,19.882375,74.583562,2022-07-16,0.615,Healthy
NDVI02421,19.850706,74.384604,2018-04-03,-0.123,Bare/Water
NDVI02422,19.911253,74.442627,2021-02-12,-0.051,Bare/Water
NDVI02423,19.846799,74.557191,2021-11-16,0.288,Sparse
NDVI02424,19.859839,74.520773,2018-05-31,0.052,Bare/Water
NDVI02425,19.844988,74.544158,2026-02-08,-0.273,Bare/Water
NDVI02426,19.81641,74.400218,2018-12-28,0.113,Sparse
NDVI02427,19.919931,74.535178,2025-04-15,-0.152,Bare/Water
NDVI02428,19.801702,74.51109,2017-02-16,0.043,Bare/Water
NDVI02429,19.941405,74.367809,2016-12-23,0.177,Sparse
NDVI02430,19.846506,74.480248,2016-09-18,0.676,Healthy
NDVI02431,19.887552,74.394203,2024-12-17,0.291,Sparse
NDVI02432,19.80022,74.560084,2020-07-04,0.649,Healthy
NDVI02433,19.854447,74.572419,2019-02-04,-0.017,Bare/Water
NDVI02434,19.851298,74.40058,2023-09-05,0.529,Healthy
NDVI02435,19.872033,74.582251,2025-12-12,0.231,Sparse
NDVI02436,19.836671,74.578149,2021-04-20,-0.189,Bare/Water
NDVI02437,19.866273,74.406136,2018-06-11,0.297,Sparse
NDVI02438,19.913171,74.420921,2024-03-07,-0.062,Bare/Water
NDVI02439,19.803363,74.523584,2016-11-22,0.187,Sparse
NDVI02440,19.918042,74.497286,2024-03-18,-0.011,Bare/Water
NDVI02441,19.841474,74.570644,2021-07-04,0.636,Healthy
NDVI02442,19.814413,74.472115,2020-03-08,-0.181,Bare/Water
NDVI02443,19.855839,74.463397,2017-04-30,-0.03,Bare/Water
NDVI02444,19.89048,74.369001,2026-05-30,0.283,Sparse
NDVI02445,19.894169,74.400644,2019-06-20,0.308,Moderate
NDVI02446,19.81482,74.451439,2018-09-04,0.416,Moderate
NDVI02447,19.821495,74.350006,2025-12-02,-0.019,Bare/Water
NDVI02448,19.897745,74.351206,2018-11-23,0.252,Sparse
NDVI02449,19.894789,74.448801,2021-08-13,0.459,Moderate
NDVI02450,19.944612,74.523394,2017-09-24,0.608,Healthy
NDVI02451,19.861794,74.542704,2022-11-14,0.26,Sparse
NDVI02452,19.819321,74.509987,2020-01-08,-0.13,Bare/Water
NDVI02453,19.89906,74.509646,2025-11-03,0.458,Moderate
NDVI02454,19.806562,74.404661,2024-07-11,0.434,Moderate
NDVI02455,19.882735,74.397814,2017-11-10,0.165,Sparse
NDVI02456,19.90969,74.596,2019-03-09,-0.167,Bare/Water
NDVI02457,19.912181,74.463368,2021-08-02,0.489,Moderate
NDVI02458,19.870635,74.455467,2025-05-06,0.11,Sparse
NDVI02459,19.901395,74.438165,2016-09-11,0.674,Healthy
NDVI02460,19.809951,74.460013,2018-01-15,0.056,Bare/Water
NDVI02461,19.80768,74.421475,2017-11-30,0.204,Sparse
NDVI02462,19.872584,74.598963,2023-02-05,-0.069,Bare/Water
NDVI02463,19.853825,74.528339,2025-01-09,0.12,Sparse
NDVI02464,19.861822,74.573264,2026-02-20,0.082,Bare/Water
NDVI02465,19.831338,74.36483,2021-10-06,0.661,Healthy
NDVI02466,19.838162,74.43176,2023-01-13,-0.062,Bare/Water
NDVI02467,19.878761,74.415562,2018-07-29,0.108,Sparse
NDVI02468,19.803978,74.496894,2018-02-22,-0.13,Bare/Water
NDVI02469,19.92997,74.56819,2020-08-23,0.382,Moderate
NDVI02470,19.925807,74.458128,2016-12-22,-0.137,Bare/Water
NDVI02471,19.898418,74.507643,2025-03-08,-0.054,Bare/Water
NDVI02472,19.887138,74.570799,2023-05-09,0.147,Sparse
NDVI02473,19.929703,74.382491,2023-12-13,0.2,Sparse
NDVI02474,19.858996,74.406681,2019-03-01,-0.089,Bare/Water
NDVI02475,19.899602,74.439246,2019-01-04,-0.014,Bare/Water
NDVI02476,19.840636,74.386604,2019-02-28,-0.013,Bare/Water
NDVI02477,19.815286,74.46657,2025-02-17,-0.004,Bare/Water
NDVI02478,19.832284,74.471016,2018-10-08,0.476,Moderate
NDVI02479,19.895756,74.514711,2025-02-08,-0.067,Bare/Water
NDVI02480,19.861599,74.395409,2019-12-11,0.225,Sparse
NDVI02481,19.889914,74.494898,2021-05-14,0.269,Sparse
NDVI02482,19.806111,74.367659,2026-01-14,0.157,Sparse
NDVI02483,19.834394,74.475356,2025-12-18,-0.054,Bare/Water
NDVI02484,19.910987,74.559689,2019-01-20,0.014,Bare/Water
NDVI02485,19.924955,74.490117,2024-08-10,0.479,Moderate
NDVI02486,19.937255,74.485376,2021-01-23,-0.143,Bare/Water
NDVI02487,19.916398,74.425296,2016-12-26,-0.023,Bare/Water
NDVI02488,19.813414,74.378929,2022-07-20,0.668,Healthy
NDVI02489,19.870023,74.57867,2025-08-29,0.67,Healthy
NDVI02490,19.935424,74.550258,2026-07-05,0.481,Moderate
NDVI02491,19.890193,74.563544,2020-07-11,0.396,Moderate
NDVI02492,19.849704,74.430026,2020-06-18,0.353,Moderate
NDVI02493,19.889411,74.442414,2026-01-10,-0.071,Bare/Water
NDVI02494,19.80045,74.360075,2026-01-06,-0.013,Bare/Water
NDVI02495,19.820206,74.374138,2017-06-13,0.057,Bare/Water
NDVI02496,19.926441,74.38384,2026-07-03,0.55,Healthy
NDVI02497,19.838041,74.491019,2018-06-16,0.436,Moderate
NDVI02498,19.897503,74.503788,2024-03-17,-0.238,Bare/Water
NDVI02499,19.909116,74.422894,2021-11-25,0.23,Sparse
NDVI02500,19.850192,74.57096,2025-06-30,0.305,Moderate
NDVI02501,19.886676,74.37244,2021-05-14,0.154,Sparse
NDVI02502,19.810464,74.511828,2026-04-24,0.001,Bare/Water
NDVI02503,19.850761,74.419711,2022-03-14,-0.069,Bare/Water
NDVI02504,19.937365,74.511576,2016-10-27,0.292,Sparse
NDVI02505,19.947015,74.542934,2021-10-10,0.49,Moderate
NDVI02506,19.944988,74.479414,2018-10-24,0.428,Moderate
NDVI02507,19.92782,74.599253,2022-12-21,0.068,Bare/Water
NDVI02508,19.867186,74.441976,2019-08-17,0.595,Healthy
NDVI02509,19.8968,74.432454,2023-04-27,-0.016,Bare/Water
NDVI02510,19.820368,74.598869,2020-04-03,-0.017,Bare/Water
NDVI02511,19.841636,74.558842,2017-06-08,0.241,Sparse
NDVI02512,19.861719,74.378428,2022-04-06,0.131,Sparse
NDVI02513,19.849159,74.468528,2018-03-23,-0.157,Bare/Water
NDVI02514,19.901784,74.59573,2017-08-14,0.435,Moderate
NDVI02515,19.848474,74.481113,2024-04-27,0.281,Sparse
NDVI02516,19.858825,74.438932,2022-01-10,0.024,Bare/Water
NDVI02517,19.847361,74.359387,2023-07-31,0.488,Moderate
NDVI02518,19.885248,74.426925,2023-09-18,0.533,Healthy
NDVI02519,19.870725,74.37533,2017-08-24,0.498,Moderate
NDVI02520,19.842762,74.578564,2020-06-13,0.157,Sparse
NDVI02521,19.905307,74.578192,2017-04-12,0.012,Bare/Water
NDVI02522,19.90083,74.543662,2024-10-08,0.542,Healthy
