weather_id,date,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmph,pressure_hpa,uv_index
WX00376,2017-08-11,33.1,0.0,62.9,13.6,1005.9,9.0
WX00377,2017-08-12,30.5,23.8,66.4,14.6,1013.2,10.8
WX00378,2017-08-13,28.2,6.3,71.4,9.5,1012.1,10.2
WX00379,2017-08-14,27.3,0.0,72.2,4.3,1002.0,8.6
WX00380,2017-08-15,31.3,8.7,75.8,4.3,1003.9,5.7
WX00381,2017-08-16,28.9,0.0,85.0,10.5,1005.6,8.7
WX00382,2017-08-17,31.0,8.9,76.0,19.8,1012.8,7.4
WX00383,2017-08-18,32.0,4.0,86.5,12.1,1008.3,8.2
WX00384,2017-08-19,30.6,5.9,82.0,14.8,1006.5,8.4
WX00385,2017-08-20,29.8,22.9,80.4,12.6,1007.0,7.5
WX00386,2017-08-21,35.3,18.9,71.8,4.4,1013.1,8.3
WX00387,2017-08-22,29.7,13.0,82.2,6.5,1007.5,7.8
WX00388,2017-08-23,28.7,41.8,80.5,14.0,1007.4,8.2
WX00389,2017-08-24,32.7,31.9,84.2,8.3,1004.8,8.6
WX00390,2017-08-25,31.7,0.0,77.4,13.5,1016.1,7.0
WX00391,2017-08-26,30.1,0.0,70.5,12.1,1001.6,8.8
WX00392,2017-08-27,30.0,28.4,80.0,12.5,1010.4,6.1
WX00393,2017-08-28,29.9,33.5,64.4,16.0,1009.0,6.9
WX00394,2017-08-29,28.8,52.3,77.3,11.9,1007.6,9.0
WX00395,2017-08-30,28.4,18.5,81.6,10.2,1006.6,8.8
WX00396,2017-08-31,24.6,0.0,76.4,16.6,1008.1,7.4
WX00397,2017-09-01,30.9,0.0,80.9,5.4,1007.6,7.8
WX00398,2017-09-02,26.2,0.0,82.1,3.3,1009.2,7.4
WX00399,2017-09-03,29.8,28.3,74.4,13.3,1014.3,6.6
WX00400,2017-09-04,28.9,13.6,79.6,10.4,1014.6,8.6
WX00401,2017-09-05,27.7,0.0,71.4,8.8,1008.7,7.5
WX00402,2017-09-06,28.5,0.0,85.5,1.3,1003.7,6.7
WX00403,2017-09-07,24.6,7.5,61.8,11.2,1010.5,7.1
WX00404,2017-09-08,30.8,14.3,81.2,11.9,1012.7,4.6
WX00405,2017-09-09,30.9,19.0,96.1,8.1,1009.9,6.2
WX00406,2017-09-10,29.5,0.0,75.2,11.2,1004.3,5.1
WX00407,2017-09-11,24.6,0.0,65.6,8.6,1011.6,6.4
WX00408,2017-09-12,27.8,0.0,62.0,17.3,1015.8,6.9
WX00409,2017-09-13,27.1,0.0,80.6,13.0,1012.2,5.9
WX00410,2017-09-14,26.3,0.0,69.7,13.9,1003.6,6.4
WX00411,2017-09-15,27.2,12.3,68.9,15.7,1007.1,7.8
WX00412,2017-09-16,26.3,52.5,73.5,8.4,1010.7,7.1
WX00413,2017-09-17,25.5,30.9,91.3,5.7,1004.7,6.4
WX00414,2017-09-18,27.8,64.1,66.6,1.0,1007.2,4.9
WX00415,2017-09-19,25.3,0.0,79.6,9.2,1009.0,7.2
WX00416,2017-09-20,27.3,20.1,70.9,4.6,1013.9,5.4
WX00417,2017-09-21,26.0,6.0,83.5,10.7,1010.2,5.9
WX00418,2017-09-22,24.2,31.5,82.8,10.8,1018.4,6.2
WX00419,2017-09-23,25.6,13.5,62.0,17.2,1003.8,6.7
WX00420,2017-09-24,24.1,7.1,63.2,13.9,1009.7,5.9
WX00421,2017-09-25,22.5,7.3,79.4,12.4,1011.7,5.4
WX00422,2017-09-26,28.4,24.0,65.5,4.5,1011.2,5.6
WX00423,2017-09-27,23.7,6.7,63.7,7.0,1010.5,5.5
WX00424,2017-09-28,29.5,40.7,73.0,8.5,1006.7,3.6
WX00425,2017-09-29,24.3,11.5,72.9,5.1,1006.2,6.3
WX00426,2017-09-30,25.9,0.0,74.4,10.9,1007.7,4.8
WX00427,2017-10-01,22.0,0.0,34.6,11.6,1006.0,5.5
WX00428,2017-10-02,23.8,0.0,34.6,12.7,1007.5,5.8
WX00429,2017-10-03,27.4,0.0,46.6,4.2,1008.4,4.9
WX00430,2017-10-04,21.9,0.0,39.1,5.9,1004.1,5.3
WX00431,2017-10-05,27.0,0.0,24.2,18.9,1010.1,3.8
WX00432,2017-10-06,26.0,0.0,27.6,5.5,1006.7,5.5
WX00433,2017-10-07,23.5,10.6,44.5,6.6,1016.2,5.6
WX00434,2017-10-08,26.1,0.0,40.2,12.4,1008.5,5.0
WX00435,2017-10-09,24.0,16.0,47.2,7.3,1009.9,4.2
WX00436,2017-10-10,21.4,45.3,32.6,14.3,1009.6,2.7
WX00437,2017-10-11,24.6,0.0,41.9,9.7,1013.5,3.9
WX00438,2017-10-12,22.2,0.0,32.4,10.2,1006.7,5.1
WX00439,2017-10-13,22.8,0.0,25.3,12.1,1003.2,5.5
WX00440,2017-10-14,23.8,0.0,46.5,16.1,1006.2,3.8
WX00441,2017-10-15,23.0,0.0,34.3,2.5,1008.0,1.5
WX00442,2017-10-16,25.4,0.0,44.5,10.6,1010.8,4.2
WX00443,2017-10-17,24.1,0.0,32.7,7.3,1008.9,2.1
WX00444,2017-10-18,24.7,0.0,41.9,11.7,1004.2,3.9
WX00445,2017-10-19,17.9,0.0,41.9,5.4,1002.5,4.9
WX00446,2017-10-20,20.4,0.0,31.1,5.6,1005.4,4.7
WX00447,2017-10-21,21.5,33.2,49.3,12.3,1013.4,3.1
WX00448,2017-10-22,17.8,0.0,33.5,6.2,1004.7,3.9
WX00449,2017-10-23,22.6,19.3,32.5,2.4,1015.7,3.6
WX00450,2017-10-24,19.8,0.0,27.9,9.3,995.8,4.3
WX00451,2017-10-25,21.3,0.0,44.9,11.6,1008.7,1.9
WX00452,2017-10-26,23.0,0.0,35.5,20.0,1003.6,3.4
WX00453,2017-10-27,16.7,0.0,47.8,14.3,1012.0,2.6
WX00454,2017-10-28,22.6,0.0,44.8,15.1,1006.9,2.5
WX00455,2017-10-29,19.5,0.0,34.8,9.0,1005.5,3.9
WX00456,2017-10-30,16.7,0.0,32.5,2.8,1011.5,2.8
WX00457,2017-10-31,18.0,0.0,42.6,12.7,1005.9,4.2
WX00458,2017-11-01,22.7,9.5,33.3,17.5,1014.3,3.0
WX00459,2017-11-02,20.7,0.0,44.4,6.2,1013.2,4.5
WX00460,2017-11-03,19.8,0.0,29.2,12.2,1011.7,5.7
WX00461,2017-11-04,15.5,0.0,31.1,13.0,1009.1,3.9
WX00462,2017-11-05,20.7,0.0,31.5,13.5,1008.7,2.3
WX00463,2017-11-06,16.8,0.0,43.7,9.0,1008.9,2.2
WX00464,2017-11-07,23.6,0.0,38.3,8.6,1009.7,3.6
WX00465,2017-11-08,17.2,0.0,34.9,9.9,1004.9,1.0
WX00466,2017-11-09,20.8,0.0,33.5,6.3,1009.8,2.3
WX00467,2017-11-10,20.5,0.0,37.4,8.8,1006.1,2.4
WX00468,2017-11-11,18.2,0.0,21.6,13.6,1012.2,3.4
WX00469,2017-11-12,15.9,0.0,26.8,6.1,1002.6,2.7
WX00470,2017-11-13,19.8,0.0,36.3,11.9,1005.5,1.9
WX00471,2017-11-14,21.1,0.0,36.4,10.1,1019.4,3.6
WX00472,2017-11-15,19.0,0.0,50.5,3.4,1003.8,4.9
WX00473,2017-11-16,17.7,0.0,34.9,8.7,1010.8,3.8
WX00474,2017-11-17,19.8,0.0,34.0,1.0,1010.3,2.2
WX00475,2017-11-18,19.7,0.0,47.9,11.9,1014.2,2.7
WX00476,2017-11-19,17.8,0.0,32.5,16.6,1013.7,3.5
WX00477,2017-11-20,19.8,0.0,35.5,16.8,1009.9,2.2
WX00478,2017-11-21,17.6,0.0,24.8,11.7,1008.8,3.6
WX00479,2017-11-22,19.2,0.0,44.9,21.2,1002.6,2.5
WX00480,2017-11-23,22.9,0.0,36.4,15.4,1000.9,1.9
WX00481,2017-11-24,17.0,0.0,45.4,9.6,1007.8,2.2
WX00482,2017-11-25,17.8,0.0,41.8,11.3,1003.4,1.8
WX00483,2017-11-26,20.1,0.0,38.0,5.7,1006.7,2.0
WX00484,2017-11-27,22.4,0.0,20.2,8.5,1006.7,3.5
WX00485,2017-11-28,16.4,0.0,34.5,6.3,1004.6,1.7
WX00486,2017-11-29,19.9,0.0,22.9,9.7,1007.3,1.6
WX00487,2017-11-30,20.0,0.0,46.2,13.5,1009.3,2.4
WX00488,2017-12-01,17.4,0.0,42.9,13.8,1008.5,1.0
WX00489,2017-12-02,18.7,13.7,37.4,10.1,1011.2,2.5
WX00490,2017-12-03,16.9,0.0,22.3,6.1,1009.2,2.1
WX00491,2017-12-04,16.3,0.0,24.7,9.4,1019.6,1.6
WX00492,2017-12-05,15.6,0.0,32.7,12.5,1009.0,1.6
WX00493,2017-12-06,22.0,0.0,47.8,15.3,1001.1,1.4
WX00494,2017-12-07,22.0,0.0,29.5,11.5,1006.8,2.8
WX00495,2017-12-08,19.3,0.0,26.1,2.9,1004.5,2.1
WX00496,2017-12-09,21.0,0.0,15.0,9.4,1007.7,2.5
WX00497,2017-12-10,17.5,0.0,40.0,10.6,1006.3,1.0
WX00498,2017-12-11,18.1,0.0,22.9,11.1,1015.2,2.4
WX00499,2017-12-12,16.7,0.0,49.1,8.7,1007.5,2.4
WX00500,2017-12-13,18.5,0.0,32.4,7.2,1008.0,3.1
WX00501,2017-12-14,17.3,0.0,39.5,4.6,1009.6,1.0
WX00502,2017-12-15,15.1,0.0,21.4,11.1,1004.1,2.1
WX00503,2017-12-16,14.1,0.0,34.3,13.1,994.1,3.4
WX00504,2017-12-17,17.4,0.0,35.3,7.4,1009.7,2.1
WX00505,2017-12-18,18.9,0.0,54.5,8.3,1013.3,3.4
WX00506,2017-12-19,17.8,0.0,23.3,4.1,1009.5,3.9
WX00507,2017-12-20,16.2,0.0,38.0,18.8,1012.4,3.5
WX00508,2017-12-21,17.2,0.0,39.3,10.4,1006.5,2.0
WX00509,2017-12-22,16.8,0.0,37.6,11.2,1009.3,1.8
WX00510,2017-12-23,16.5,0.0,21.2,11.5,1010.7,2.6
WX00511,2017-12-24,17.3,0.0,39.1,10.2,1003.8,3.1
WX00512,2017-12-25,13.4,0.0,28.7,5.3,1009.5,3.4
WX00513,2017-12-26,18.4,0.0,40.0,8.5,997.9,2.0
WX00514,2017-12-27,16.2,0.0,25.0,10.6,1006.7,3.1
WX00515,2017-12-28,17.9,0.0,27.6,9.0,1008.8,1.0
WX00516,2017-12-29,17.7,0.0,33.2,7.7,1005.8,1.0
WX00517,2017-12-30,16.7,12.2,28.1,10.5,1006.8,1.0
WX00518,2017-12-31,16.7,0.0,49.7,7.0,1014.0,1.0
WX00519,2018-01-01,21.5,0.0,31.7,12.0,1005.8,1.4
WX00520,2018-01-02,18.6,0.0,40.2,7.8,1005.2,2.7
WX00521,2018-01-03,18.7,0.0,33.8,19.3,1023.5,2.6
WX00522,2018-01-04,23.0,0.0,39.6,10.0,1007.7,2.8
WX00523,2018-01-05,15.9,0.0,34.2,11.3,1010.3,3.9
WX00524,2018-01-06,17.8,0.0,37.0,14.8,996.6,2.9
WX00525,2018-01-07,14.5,0.0,36.9,11.8,1009.4,2.5
WX00526,2018-01-08,16.0,0.0,41.1,3.8,1006.7,1.9
WX00527,2018-01-09,22.6,0.0,29.7,11.1,1008.2,1.2
WX00528,2018-01-10,19.9,0.0,36.9,7.3,1020.1,1.9
WX00529,2018-01-11,17.8,0.0,35.0,6.3,1009.6,1.4
WX00530,2018-01-12,19.4,0.0,36.7,14.5,1009.2,2.6
WX00531,2018-01-13,20.4,15.0,39.8,9.4,1016.2,5.0
WX00532,2018-01-14,18.7,0.0,36.8,12.6,1003.3,1.7
WX00533,2018-01-15,16.9,0.0,38.5,13.4,1006.2,3.2
WX00534,2018-01-16,22.6,0.0,28.7,10.6,1002.6,1.5
WX00535,2018-01-17,19.3,0.0,41.4,10.6,1007.9,1.9
WX00536,2018-01-18,19.0,0.0,33.1,8.0,1009.6,5.9
WX00537,2018-01-19,18.1,0.0,31.8,14.5,1003.8,1.0
WX00538,2018-01-20,16.8,0.0,26.2,11.3,1018.0,3.3
WX00539,2018-01-21,19.3,0.0,39.5,3.0,1008.3,3.1
WX00540,2018-01-22,18.3,0.0,47.1,12.0,1009.8,1.9
WX00541,2018-01-23,16.8,0.0,17.7,7.4,1009.1,1.8
WX00542,2018-01-24,19.8,0.0,30.7,2.6,1007.6,2.8
WX00543,2018-01-25,21.7,0.0,35.9,15.5,1005.2,2.5
WX00544,2018-01-26,19.1,0.0,33.8,9.4,1015.5,2.8
WX00545,2018-01-27,21.1,0.0,43.3,2.0,1011.7,4.6
WX00546,2018-01-28,18.9,0.0,27.4,11.0,1010.5,3.1
WX00547,2018-01-29,18.5,0.0,33.7,13.6,1007.9,3.2
WX00548,2018-01-30,20.0,0.0,21.1,14.0,1008.9,2.8
WX00549,2018-01-31,18.4,0.0,28.7,12.2,1008.0,3.2
WX00550,2018-02-01,24.9,0.0,24.8,16.2,1002.7,2.8
WX00551,2018-02-02,17.2,0.0,49.1,5.1,1015.0,2.2
WX00552,2018-02-03,22.2,0.0,37.7,9.0,1012.6,3.3
WX00553,2018-02-04,19.6,0.0,27.0,9.3,1007.7,3.4
WX00554,2018-02-05,21.4,0.0,30.0,16.2,1008.1,3.6
WX00555,2018-02-06,19.8,0.0,28.5,15.0,1014.7,3.2
WX00556,2018-02-07,22.5,0.0,35.2,12.3,1004.8,2.2
WX00557,2018-02-08,20.4,0.0,42.7,9.3,1008.8,3.5
WX00558,2018-02-09,24.0,0.0,29.0,8.5,1010.0,4.9
WX00559,2018-02-10,21.5,0.0,39.0,9.1,1008.9,3.5
WX00560,2018-02-11,23.4,0.0,38.0,8.5,1001.1,3.6
WX00561,2018-02-12,21.8,0.0,17.9,5.1,1008.9,3.6
WX00562,2018-02-13,22.5,0.0,39.7,9.6,1008.6,2.1
WX00563,2018-02-14,22.3,0.0,28.7,9.0,1003.4,4.9
WX00564,2018-02-15,24.0,0.0,29.5,16.3,1004.6,5.4
WX00565,2018-02-16,20.2,0.0,28.8,13.6,1006.8,4.0
WX00566,2018-02-17,23.9,0.0,23.4,6.5,1010.0,4.4
WX00567,2018-02-18,23.6,0.0,36.4,8.3,1002.7,2.8
WX00568,2018-02-19,23.1,0.0,27.0,10.1,1003.7,5.5
WX00569,2018-02-20,24.8,0.0,35.6,4.6,1005.9,4.8
WX00570,2018-02-21,22.8,0.0,31.3,9.0,1004.6,4.5
WX00571,2018-02-22,22.9,0.0,34.8,2.3,1006.7,4.5
WX00572,2018-02-23,19.9,0.0,32.3,9.6,1005.4,4.2
WX00573,2018-02-24,22.1,0.0,30.3,15.8,1009.9,4.0
WX00574,2018-02-25,19.0,0.0,38.8,10.9,1007.0,4.2
WX00575,2018-02-26,25.3,0.0,47.0,4.0,1007.2,2.8
WX00576,2018-02-27,26.5,0.0,35.8,8.9,1007.4,4.5
WX00577,2018-02-28,23.1,0.0,48.6,10.0,1007.3,4.1
WX00578,2018-03-01,24.7,0.0,36.2,1.2,1008.8,4.3
WX00579,2018-03-02,20.9,0.0,26.6,9.5,1008.1,5.5
WX00580,2018-03-03,24.1,0.0,40.2,13.9,1006.2,3.8
WX00581,2018-03-04,19.1,0.0,34.0,12.4,1002.4,4.2
WX00582,2018-03-05,30.1,0.0,25.9,6.5,1007.5,3.3
WX00583,2018-03-06,26.1,0.0,42.8,8.5,1009.8,7.3
WX00584,2018-03-07,24.3,0.0,33.3,6.6,1015.9,4.2
WX00585,2018-03-08,25.3,0.0,29.5,7.2,1004.5,6.0
WX00586,2018-03-09,24.4,0.0,29.3,6.9,1012.1,5.6
WX00587,2018-03-10,25.2,0.0,42.8,10.3,1008.1,5.6
WX00588,2018-03-11,26.9,0.0,26.8,9.0,1001.1,6.5
WX00589,2018-03-12,24.1,0.0,38.5,12.7,1003.2,6.3
WX00590,2018-03-13,25.3,0.0,32.6,13.6,1010.8,5.7
WX00591,2018-03-14,27.1,0.0,23.7,15.0,1007.9,6.5
WX00592,2018-03-15,20.3,0.0,37.1,5.2,1006.3,5.0
WX00593,2018-03-16,23.0,0.0,28.7,9.8,1008.3,7.7
WX00594,2018-03-17,26.7,0.0,29.7,8.6,1010.6,5.1
WX00595,2018-03-18,26.0,0.0,26.3,11.7,1006.1,3.9
WX00596,2018-03-19,25.2,0.0,37.4,8.0,1004.9,6.0
WX00597,2018-03-20,25.2,0.0,44.1,11.4,1004.6,5.1
WX00598,2018-03-21,25.5,11.0,22.7,7.1,1010.3,5.7
WX00599,2018-03-22,30.7,0.0,30.0,18.0,1012.4,5.9
WX00600,2018-03-23,27.7,0.0,41.5,16.2,1011.4,7.0
WX00601,2018-03-24,29.6,0.0,32.6,8.1,1008.2,7.8
WX00602,2018-03-25,27.8,0.0,47.4,14.5,1001.1,7.5
WX00603,2018-03-26,27.2,0.0,30.9,10.0,1002.6,6.4
WX00604,2018-03-27,28.0,0.0,46.1,12.4,1009.7,6.1
WX00605,2018-03-28,25.0,0.0,35.3,8.7,1009.7,4.9
WX00606,2018-03-29,26.8,0.0,33.1,11.2,1004.1,8.4
WX00607,2018-03-30,29.3,0.0,41.6,10.7,1003.6,7.0
WX00608,2018-03-31,22.8,0.0,36.3,14.2,1000.7,6.6
WX00609,2018-04-01,25.8,0.0,35.9,12.6,1009.4,6.6
WX00610,2018-04-02,24.0,0.0,50.9,16.7,1012.4,7.0
WX00611,2018-04-03,25.1,0.0,38.6,10.0,1005.7,7.1
WX00612,2018-04-04,29.3,0.0,26.7,6.5,999.6,6.8
WX00613,2018-04-05,30.9,0.0,37.8,14.2,1012.8,8.0
WX00614,2018-04-06,29.3,0.0,24.9,3.2,1011.1,6.3
WX00615,2018-04-07,26.1,0.0,42.5,7.5,1014.5,6.9
WX00616,2018-04-08,28.0,0.0,31.2,7.9,1009.7,6.4
WX00617,2018-04-09,24.1,0.0,25.9,10.2,1010.8,7.3
WX00618,2018-04-10,29.2,0.0,34.8,6.0,1002.3,6.0
WX00619,2018-04-11,28.1,0.0,42.8,16.0,1005.5,6.8
WX00620,2018-04-12,28.4,0.0,35.3,9.9,1004.0,9.1
WX00621,2018-04-13,29.1,0.0,25.8,8.4,1009.9,8.4
WX00622,2018-04-14,29.1,0.0,29.6,9.7,1007.9,7.0
WX00623,2018-04-15,27.6,0.0,44.9,10.1,1007.7,7.1
WX00624,2018-04-16,26.9,0.0,49.9,17.9,1011.1,7.9
WX00625,2018-04-17,26.9,0.0,31.4,12.6,1007.8,8.1
WX00626,2018-04-18,32.4,0.0,36.2,13.1,1014.9,7.5
WX00627,2018-04-19,26.8,0.0,41.6,9.8,1012.0,9.4
WX00628,2018-04-20,29.7,0.0,44.8,11.7,1009.9,5.6
WX00629,2018-04-21,29.3,0.0,28.1,13.5,1004.7,6.9
WX00630,2018-04-22,32.7,0.0,40.3,11.2,1005.8,8.7
WX00631,2018-04-23,29.3,0.0,28.6,8.6,1019.3,6.8
WX00632,2018-04-24,26.7,0.0,29.6,8.2,1004.8,6.7
WX00633,2018-04-25,34.0,0.0,56.8,16.5,1011.7,8.7
WX00634,2018-04-26,33.3,0.0,40.0,10.9,1009.1,8.0
WX00635,2018-04-27,32.8,0.0,42.8,1.6,1005.3,9.7
WX00636,2018-04-28,31.1,0.0,26.2,11.4,1009.4,7.9
WX00637,2018-04-29,32.4,0.0,36.7,8.9,1006.6,9.0
WX00638,2018-04-30,32.5,0.0,52.8,7.1,1003.7,9.9
WX00639,2018-05-01,30.3,0.0,31.4,14.7,1007.6,11.3
WX00640,2018-05-02,29.9,0.0,31.6,8.9,1006.0,6.4
WX00641,2018-05-03,28.1,0.0,42.7,11.2,1009.4,7.7
WX00642,2018-05-04,30.1,0.0,38.7,11.9,1006.8,7.5
WX00643,2018-05-05,32.2,0.0,31.5,8.0,1001.0,9.6
WX00644,2018-05-06,33.0,0.0,40.7,13.0,1014.4,6.9
WX00645,2018-05-07,34.7,0.0,34.8,11.4,1007.6,8.9
WX00646,2018-05-08,30.1,0.0,38.4,10.8,1011.8,8.8
WX00647,2018-05-09,35.0,0.0,27.2,11.0,1011.0,10.4
WX00648,2018-05-10,31.8,51.2,19.7,19.1,1014.5,9.7
WX00649,2018-05-11,32.8,0.0,25.3,2.3,1008.9,9.1
WX00650,2018-05-12,30.5,0.0,41.4,6.8,1006.5,7.1
WX00651,2018-05-13,33.8,0.0,30.0,22.4,1008.1,10.5
WX00652,2018-05-14,31.5,0.0,36.2,5.9,1007.7,9.0
WX00653,2018-05-15,36.1,19.6,20.9,10.2,1007.1,8.5
WX00654,2018-05-16,28.3,0.0,46.3,4.4,1005.3,8.8
WX00655,2018-05-17,36.3,0.0,33.4,12.0,1008.2,8.2
WX00656,2018-05-18,30.8,0.0,36.1,17.3,1011.0,10.9
WX00657,2018-05-19,31.5,0.0,32.1,10.0,999.4,9.1
WX00658,2018-05-20,29.0,0.0,38.3,11.4,1012.3,10.2
WX00659,2018-05-21,35.4,0.0,37.5,7.5,1009.3,10.2
WX00660,2018-05-22,34.7,0.0,24.8,1.5,1013.5,8.9
WX00661,2018-05-23,28.9,34.7,36.3,13.1,1009.6,8.6
WX00662,2018-05-24,30.0,0.0,34.0,14.2,1005.8,11.5
WX00663,2018-05-25,31.7,0.0,38.7,14.4,1007.3,9.5
WX00664,2018-05-26,37.5,0.0,30.3,6.4,1007.6,9.8
WX00665,2018-05-27,32.7,19.7,38.4,10.8,1009.5,9.4
WX00666,2018-05-28,36.1,0.0,41.9,15.2,1004.4,9.2
WX00667,2018-05-29,33.5,0.0,37.8,10.1,1009.3,10.9
WX00668,2018-05-30,33.7,0.0,32.0,12.6,1013.3,9.0
WX00669,2018-05-31,31.3,0.0,32.9,11.3,1004.2,11.6
WX00670,2018-06-01,32.1,7.6,57.9,16.2,1005.6,10.8
WX00671,2018-06-02,35.4,0.0,74.9,12.6,1008.0,7.9
WX00672,2018-06-03,30.9,24.0,54.5,8.8,1007.4,9.7
WX00673,2018-06-04,33.8,0.0,75.1,8.2,1011.6,9.0
WX00674,2018-06-05,36.0,0.0,67.4,6.6,1017.1,10.6
WX00675,2018-06-06,32.2,36.0,70.9,13.4,1008.2,10.2
WX00676,2018-06-07,32.9,12.1,86.5,10.9,1010.8,8.9
WX00677,2018-06-08,35.5,65.6,78.8,6.1,1010.5,10.1
WX00678,2018-06-09,34.5,16.9,74.1,7.8,1006.2,8.4
WX00679,2018-06-10,34.1,19.1,70.9,6.5,1020.2,9.7
WX00680,2018-06-11,36.0,38.0,67.0,9.4,1010.6,9.1
WX00681,2018-06-12,33.3,9.3,71.6,14.8,1007.2,8.7
WX00682,2018-06-13,32.9,12.4,73.5,12.1,1008.6,8.3
WX00683,2018-06-14,37.7,9.7,76.9,12.3,1016.6,11.3
WX00684,2018-06-15,37.1,23.4,69.7,7.6,1013.6,11.6
WX00685,2018-06-16,33.4,2.4,74.1,6.5,1012.4,10.1
WX00686,2018-06-17,33.9,0.0,71.6,7.1,1007.1,9.7
WX00687,2018-06-18,34.9,13.7,74.8,10.2,1003.9,10.1
WX00688,2018-06-19,38.0,35.1,85.1,5.4,1013.7,9.1
WX00689,2018-06-20,32.1,0.0,74.7,8.7,1004.8,10.2
WX00690,2018-06-21,34.8,52.4,77.7,5.9,1003.7,10.4
WX00691,2018-06-22,36.2,0.0,62.9,9.5,1008.9,8.5
WX00692,2018-06-23,33.4,0.0,66.6,9.6,1011.7,10.3
WX00693,2018-06-24,30.6,3.7,69.5,14.8,1005.6,10.4
WX00694,2018-06-25,37.6,17.9,86.1,8.4,1009.4,9.4
WX00695,2018-06-26,31.5,21.2,72.4,13.1,1009.1,10.9
WX00696,2018-06-27,34.4,0.0,56.6,11.1,1016.0,10.3
WX00697,2018-06-28,33.4,0.0,73.7,10.5,1006.2,9.7
WX00698,2018-06-29,31.9,9.6,80.8,5.8,1010.1,11.3
WX00699,2018-06-30,33.1,0.0,79.2,10.6,1010.0,10.2
WX00700,2018-07-01,35.6,13.7,65.3,13.7,1005.1,9.4
WX00701,2018-07-02,35.9,0.0,69.1,17.1,1007.7,9.5
WX00702,2018-07-03,36.4,0.0,71.1,12.4,1005.9,11.7
WX00703,2018-07-04,37.8,0.0,71.4,7.7,1009.0,9.4
WX00704,2018-07-05,34.6,27.1,76.3,1.0,1006.9,8.6
WX00705,2018-07-06,32.1,0.0,75.4,7.2,1012.3,9.5
WX00706,2018-07-07,32.4,5.3,68.7,6.4,1000.2,11.6
WX00707,2018-07-08,32.1,5.5,67.9,12.7,1007.2,9.4
WX00708,2018-07-09,27.2,30.1,72.5,11.1,1007.5,10.2
WX00709,2018-07-10,33.8,0.0,65.3,8.1,1009.4,9.7
WX00710,2018-07-11,34.4,25.5,74.1,15.6,1005.5,10.4
WX00711,2018-07-12,35.2,42.6,71.9,12.6,1009.6,8.7
WX00712,2018-07-13,34.0,0.0,73.1,9.6,1012.9,10.2
WX00713,2018-07-14,32.5,0.0,73.4,10.3,1010.6,10.0
WX00714,2018-07-15,32.2,71.9,73.7,10.5,1007.5,10.2
WX00715,2018-07-16,34.3,0.0,65.2,5.4,1012.9,11.0
WX00716,2018-07-17,34.7,0.0,78.0,5.7,1005.1,9.5
WX00717,2018-07-18,33.8,13.0,82.8,9.1,1007.8,9.7
WX00718,2018-07-19,27.1,6.5,85.8,5.4,1003.8,7.4
WX00719,2018-07-20,34.4,32.2,76.5,5.7,1008.6,11.3
WX00720,2018-07-21,33.5,0.0,82.7,15.4,1010.1,9.4
WX00721,2018-07-22,32.2,0.0,66.8,7.5,1012.7,9.1
WX00722,2018-07-23,33.7,5.2,68.2,10.5,998.9,9.6
WX00723,2018-07-24,29.1,16.2,74.2,13.4,1008.8,9.0
WX00724,2018-07-25,30.5,0.0,80.4,7.9,1012.1,11.2
WX00725,2018-07-26,33.7,50.3,67.7,14.1,1006.7,9.1
WX00726,2018-07-27,30.1,34.2,69.8,14.3,1004.6,10.6
WX00727,2018-07-28,30.2,14.5,70.2,8.5,1009.9,10.0
WX00728,2018-07-29,32.5,42.1,68.5,3.1,1009.2,8.7
WX00729,2018-07-30,30.7,0.0,72.5,12.5,1011.4,7.6
WX00730,2018-07-31,29.7,62.4,86.1,8.0,1005.1,9.7
WX00731,2018-08-01,30.7,17.3,78.3,2.3,1006.9,10.2
WX00732,2018-08-02,31.5,0.0,74.6,16.0,1008.7,10.6
WX00733,2018-08-03,33.9,12.0,67.2,6.4,1005.3,8.5
WX00734,2018-08-04,33.6,0.0,65.3,12.7,1012.2,7.6
WX00735,2018-08-05,29.6,29.6,77.1,14.6,1005.9,8.2
WX00736,2018-08-06,29.9,5.6,81.6,3.6,1012.2,10.2
WX00737,2018-08-07,30.9,55.5,62.4,12.3,1007.8,8.0
WX00738,2018-08-08,33.6,0.0,74.3,3.7,1011.5,10.1
WX00739,2018-08-09,30.8,0.0,69.8,5.5,1013.6,8.3
WX00740,2018-08-10,33.4,0.0,76.6,5.3,1009.3,8.1
WX00741,2018-08-11,33.0,5.8,85.9,1.3,1008.0,10.2
WX00742,2018-08-12,27.8,28.8,91.2,16.9,1006.0,7.8
WX00743,2018-08-13,34.8,35.1,80.1,14.3,1004.8,6.6
WX00744,2018-08-14,32.8,18.6,87.6,5.5,1005.3,10.3
WX00745,2018-08-15,36.2,6.1,76.2,9.9,1011.5,6.6
WX00746,2018-08-16,32.0,0.0,76.8,11.7,1009.3,9.1
WX00747,2018-08-17,28.9,0.0,91.2,14.3,1007.6,9.2
WX00748,2018-08-18,26.9,11.6,67.9,15.4,1008.6,7.9
WX00749,2018-08-19,27.6,0.0,84.9,10.3,1010.7,8.6
WX00750,2018-08-20,31.6,0.0,75.9,7.3,1006.1,8.0
WX00751,2018-08-21,29.5,0.0,66.4,17.5,1011.3,7.4
WX00752,2018-08-22,30.7,0.0,75.2,9.3,1012.2,6.9
