species_id,common_name,scientific_name,kingdom,phylum,class,order,family,genus,species,category,iucn_status,habitat,endemic,invasive,medicinal,pollinator,nocturnal,flowering_season,breeding_season,diet,average_lifespan_years,conservation_status,description,image_filename
SP0073,Bronze-winged Jacana,Metopidius indicus,Animalia,Chordata,Aves,Passeriformes (var.),Metopidiusidae,Metopidius,indicus,Birds,Least Concern,Wetland,False,False,False,False,False,N/A,Mar-Jun,Omnivore,4,Stable,"Bronze-winged Jacana (Metopidius indicus) is a bird species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0073_Metopidius_indicus.jpg
SP0074,Black-winged Stilt,Himantopus himantopus,Animalia,Chordata,Aves,Passeriformes (var.),Himantopusidae,Himantopus,himantopus,Birds,Near Threatened,Temple Grove,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,15,Stable,"Black-winged Stilt (Himantopus himantopus) is a bird species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0074_Himantopus_himantopus.jpg
SP0075,Red-wattled Lapwing,Vanellus indicus,Animalia,Chordata,Aves,Passeriformes (var.),Vanellusidae,Vanellus,indicus,Birds,Not Evaluated,Temple Grove,False,False,False,True,False,N/A,Dec-Feb,Carnivore,3,Stable,"Red-wattled Lapwing (Vanellus indicus) is a bird species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0075_Vanellus_indicus.jpg
SP0076,Yellow-wattled Lapwing,Vanellus malabaricus,Animalia,Chordata,Aves,Passeriformes (var.),Vanellusidae,Vanellus,malabaricus,Birds,Endangered,Temple Grove,False,False,False,False,False,N/A,Year-round,Nectarivore,13,Increasing,"Yellow-wattled Lapwing (Vanellus malabaricus) is a bird species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0076_Vanellus_malabaricus.jpg
SP0077,River Tern,Sterna aurantia,Animalia,Chordata,Aves,Passeriformes (var.),Sternaidae,Sterna,aurantia,Birds,Data Deficient,Wetland,False,False,False,False,False,N/A,Jun-Sep,Carnivore,16,Declining,"River Tern (Sterna aurantia) is a bird species recorded in the Kopargaon region, typically associated with canal habitat.",SP0077_Sterna_aurantia.jpg
SP0078,Small Pratincole,Glareola lactea,Animalia,Chordata,Aves,Passeriformes (var.),Glareolaidae,Glareola,lactea,Birds,Near Threatened,Godavari River,False,False,False,False,False,N/A,Jun-Sep,Omnivore,4,Stable,"Small Pratincole (Glareola lactea) is a bird species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0078_Glareola_lactea.jpg
SP0079,Grey Wagtail,Motacilla cinerea,Animalia,Chordata,Aves,Passeriformes (var.),Motacillaidae,Motacilla,cinerea,Birds,Not Evaluated,Grassland,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,16,Stable,"Grey Wagtail (Motacilla cinerea) is a bird species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0079_Motacilla_cinerea.jpg
SP0080,White Wagtail,Motacilla alba,Animalia,Chordata,Aves,Passeriformes (var.),Motacillaidae,Motacilla,alba,Birds,Data Deficient,Grassland,False,False,False,False,False,N/A,Mar-Jun,Carnivore,11,Increasing,"White Wagtail (Motacilla alba) is a bird species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0080_Motacilla_alba.jpg
SP0081,Paddyfield Pipit,Anthus rufulus,Animalia,Chordata,Aves,Passeriformes (var.),Anthusidae,Anthus,rufulus,Birds,Data Deficient,Temple Grove,False,False,False,False,False,N/A,Dec-Feb,Omnivore,20,Stable,"Paddyfield Pipit (Anthus rufulus) is a bird species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0081_Anthus_rufulus.jpg
SP0082,Indian Nightjar,Caprimulgus asiaticus,Animalia,Chordata,Aves,Passeriformes (var.),Caprimulgusidae,Caprimulgus,asiaticus,Birds,Least Concern,Urban Garden,False,False,False,False,False,N/A,Year-round,Nectarivore,7,Stable,"Indian Nightjar (Caprimulgus asiaticus) is a bird species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0082_Caprimulgus_asiaticus.jpg
SP0083,Alpine Swift,Tachymarptis melba,Animalia,Chordata,Aves,Passeriformes (var.),Tachymarptisidae,Tachymarptis,melba,Birds,Least Concern,Agricultural Field,False,False,False,False,False,N/A,Year-round,Frugivore,6,Under Watch,"Alpine Swift (Tachymarptis melba) is a bird species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0083_Tachymarptis_melba.jpg
SP0084,Little Swift,Apus affinis,Animalia,Chordata,Aves,Passeriformes (var.),Apusidae,Apus,affinis,Birds,Least Concern,Godavari River,False,False,False,True,False,N/A,Year-round,Omnivore,4,Declining,"Little Swift (Apus affinis) is a bird species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0084_Apus_affinis.jpg
SP0085,House Swift,Apus nipalensis,Animalia,Chordata,Aves,Passeriformes (var.),Apusidae,Apus,nipalensis,Birds,Not Evaluated,Wetland,True,False,False,True,False,N/A,Year-round,Carnivore,18,Stable,"House Swift (Apus nipalensis) is a bird species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0085_Apus_nipalensis.jpg
SP0086,Crested Serpent Eagle,Spilornis cheela,Animalia,Chordata,Aves,Passeriformes (var.),Spilornisidae,Spilornis,cheela,Birds,Near Threatened,Canal,False,False,False,False,False,N/A,Sep-Dec,Carnivore,16,Declining,"Crested Serpent Eagle (Spilornis cheela) is a bird species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0086_Spilornis_cheela.jpg
SP0087,Common Kestrel,Falco tinnunculus,Animalia,Chordata,Aves,Passeriformes (var.),Falcoidae,Falco,tinnunculus,Birds,Near Threatened,Grassland,False,False,False,False,False,N/A,Year-round,Frugivore,6,Stable,"Common Kestrel (Falco tinnunculus) is a bird species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0087_Falco_tinnunculus.jpg
SP0088,Grey Francolin,Francolinus pondicerianus,Animalia,Chordata,Aves,Passeriformes (var.),Francolinusidae,Francolinus,pondicerianus,Birds,Vulnerable,Wetland,False,False,False,False,False,N/A,Dec-Feb,Nectarivore,13,Stable,"Grey Francolin (Francolinus pondicerianus) is a bird species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0088_Francolinus_pondicerianus.jpg
SP0089,Rain Quail,Coturnix coromandelica,Animalia,Chordata,Aves,Passeriformes (var.),Coturnixidae,Coturnix,coromandelica,Birds,Data Deficient,Grassland,False,False,False,True,False,N/A,Dec-Feb,Insectivore,6,Under Watch,"Rain Quail (Coturnix coromandelica) is a bird species recorded in the Kopargaon region, typically associated with canal habitat.",SP0089_Coturnix_coromandelica.jpg
SP0090,Sarus Crane,Antigone antigone,Animalia,Chordata,Aves,Passeriformes (var.),Antigoneidae,Antigone,antigone,Birds,Vulnerable,Godavari River,False,False,False,True,False,N/A,Dec-Feb,Frugivore,16,Increasing,"Sarus Crane (Antigone antigone) is a bird species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0090_Antigone_antigone.jpg
SP0091,Woolly-necked Stork,Ciconia episcopus,Animalia,Chordata,Aves,Passeriformes (var.),Ciconiaidae,Ciconia,episcopus,Birds,Least Concern,Agricultural Field,False,False,False,False,False,N/A,Sep-Dec,Insectivore,4,Stable,"Woolly-necked Stork (Ciconia episcopus) is a bird species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0091_Ciconia_episcopus.jpg
SP0092,Black-necked Stork,Ephippiorhynchus asiaticus,Animalia,Chordata,Aves,Passeriformes (var.),Ephippiorhynchusidae,Ephippiorhynchus,asiaticus,Birds,Least Concern,Wetland,False,False,False,True,False,N/A,Year-round,Nectarivore,12,Stable,"Black-necked Stork (Ephippiorhynchus asiaticus) is a bird species recorded in the Kopargaon region, typically associated with canal habitat.",SP0092_Ephippiorhynchus_asiaticus.jpg
SP0093,Glossy Ibis,Plegadis falcinellus,Animalia,Chordata,Aves,Passeriformes (var.),Plegadisidae,Plegadis,falcinellus,Birds,Vulnerable,Agricultural Field,False,True,False,False,False,N/A,Jun-Sep,Insectivore,3,Stable,"Glossy Ibis (Plegadis falcinellus) is a bird species recorded in the Kopargaon region, typically associated with canal habitat.",SP0093_Plegadis_falcinellus.jpg
SP0094,Eurasian Spoonbill,Platalea leucorodia,Animalia,Chordata,Aves,Passeriformes (var.),Plataleaidae,Platalea,leucorodia,Birds,Least Concern,Urban Garden,False,False,False,False,False,N/A,Dec-Feb,Granivore,12,Increasing,"Eurasian Spoonbill (Platalea leucorodia) is a bird species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0094_Platalea_leucorodia.jpg
SP0095,Little Cormorant,Microcarbo niger,Animalia,Chordata,Aves,Passeriformes (var.),Microcarboidae,Microcarbo,niger,Birds,Least Concern,Wetland,False,False,False,False,False,N/A,Dec-Feb,Nectarivore,15,Stable,"Little Cormorant (Microcarbo niger) is a bird species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0095_Microcarbo_niger.jpg
SP0096,Indian Cormorant,Phalacrocorax fuscicollis,Animalia,Chordata,Aves,Passeriformes (var.),Phalacrocoraxidae,Phalacrocorax,fuscicollis,Birds,Least Concern,Urban Garden,False,False,False,False,False,N/A,Jun-Sep,Omnivore,2,Declining,"Indian Cormorant (Phalacrocorax fuscicollis) is a bird species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0096_Phalacrocorax_fuscicollis.jpg
SP0097,Great Cormorant,Phalacrocorax carbo,Animalia,Chordata,Aves,Passeriformes (var.),Phalacrocoraxidae,Phalacrocorax,carbo,Birds,Least Concern,Grassland,False,False,False,False,False,N/A,Mar-Jun,Frugivore,20,Under Watch,"Great Cormorant (Phalacrocorax carbo) is a bird species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0097_Phalacrocorax_carbo.jpg
SP0098,Oriental Darter,Anhinga melanogaster,Animalia,Chordata,Aves,Passeriformes (var.),Anhingaidae,Anhinga,melanogaster,Birds,Not Evaluated,Wetland,False,False,False,False,False,N/A,Dec-Feb,Nectarivore,8,Under Watch,"Oriental Darter (Anhinga melanogaster) is a bird species recorded in the Kopargaon region, typically associated with canal habitat.",SP0098_Anhinga_melanogaster.jpg
SP0099,Yellow-eyed Pigeon,Columba eversmanni,Animalia,Chordata,Aves,Passeriformes (var.),Columbaidae,Columba,eversmanni,Birds,Least Concern,Godavari River,False,False,False,False,False,N/A,Year-round,Carnivore,19,Stable,"Yellow-eyed Pigeon (Columba eversmanni) is a bird species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0099_Columba_eversmanni.jpg
SP0100,Blue Rock Thrush,Monticola solitarius,Animalia,Chordata,Aves,Passeriformes (var.),Monticolaidae,Monticola,solitarius,Birds,Least Concern,Godavari River,False,False,False,False,False,N/A,Year-round,Granivore,6,Declining,"Blue Rock Thrush (Monticola solitarius) is a bird species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0100_Monticola_solitarius.jpg
SP0101,Common Sandpiper,Actitis hypoleucos,Animalia,Chordata,Aves,Passeriformes (var.),Actitisidae,Actitis,hypoleucos,Birds,Least Concern,Godavari River,True,False,False,False,False,N/A,Jun-Sep,Granivore,19,Stable,"Common Sandpiper (Actitis hypoleucos) is a bird species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0101_Actitis_hypoleucos.jpg
SP0102,Wood Sandpiper,Tringa glareola,Animalia,Chordata,Aves,Passeriformes (var.),Tringaidae,Tringa,glareola,Birds,Least Concern,Godavari River,False,False,False,False,False,N/A,Sep-Dec,Nectarivore,4,Stable,"Wood Sandpiper (Tringa glareola) is a bird species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0102_Tringa_glareola.jpg
SP0103,Indian Fox,Vulpes bengalensis,Animalia,Chordata,Mammalia,Carnivora (var.),Vulpesidae,Vulpes,bengalensis,Mammals,Not Evaluated,Scrubland,False,False,False,False,False,N/A,Year-round,Omnivore,3,Stable,"Indian Fox (Vulpes bengalensis) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0103_Vulpes_bengalensis.jpg
SP0104,Golden Jackal,Canis aureus,Animalia,Chordata,Mammalia,Carnivora (var.),Canisidae,Canis,aureus,Mammals,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Sep-Dec,Omnivore,5,Increasing,"Golden Jackal (Canis aureus) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0104_Canis_aureus.jpg
SP0105,Jungle Cat,Felis chaus,Animalia,Chordata,Mammalia,Carnivora (var.),Felisidae,Felis,chaus,Mammals,Endangered,Scrubland,False,False,False,False,True,N/A,Year-round,Insectivore,13,Stable,"Jungle Cat (Felis chaus) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0105_Felis_chaus.jpg
SP0106,Indian Leopard,Panthera pardus fusca,Animalia,Chordata,Mammalia,Carnivora (var.),Pantheraidae,Panthera,pardus fusca,Mammals,Data Deficient,Temple Grove,False,False,False,False,False,N/A,Year-round,Herbivore,9,Declining,"Indian Leopard (Panthera pardus fusca) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0106_Panthera_pardus_fusca.jpg
SP0107,Sloth Bear,Melursus ursinus,Animalia,Chordata,Mammalia,Carnivora (var.),Melursusidae,Melursus,ursinus,Mammals,Endangered,Grassland,False,False,False,False,True,N/A,Year-round,Herbivore,12,Stable,"Sloth Bear (Melursus ursinus) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0107_Melursus_ursinus.jpg
SP0108,Wild Boar,Sus scrofa,Animalia,Chordata,Mammalia,Carnivora (var.),Susidae,Sus,scrofa,Mammals,Least Concern,Agricultural Field,False,False,False,False,False,N/A,Year-round,Insectivore,22,Stable,"Wild Boar (Sus scrofa) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0108_Sus_scrofa.jpg
SP0109,Blackbuck,Antilope cervicapra,Animalia,Chordata,Mammalia,Carnivora (var.),Antilopeidae,Antilope,cervicapra,Mammals,Near Threatened,Scrubland,True,True,False,False,False,N/A,Dec-Feb,Omnivore,17,Under Watch,"Blackbuck (Antilope cervicapra) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0109_Antilope_cervicapra.jpg
SP0110,Chinkara,Gazella bennettii,Animalia,Chordata,Mammalia,Carnivora (var.),Gazellaidae,Gazella,bennettii,Mammals,Least Concern,Grassland,False,False,False,False,False,N/A,Sep-Dec,Insectivore,3,Stable,"Chinkara (Gazella bennettii) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0110_Gazella_bennettii.jpg
SP0111,Nilgai,Boselaphus tragocamelus,Animalia,Chordata,Mammalia,Carnivora (var.),Boselaphusidae,Boselaphus,tragocamelus,Mammals,Least Concern,Temple Grove,False,False,False,False,False,N/A,Dec-Feb,Insectivore,24,Declining,"Nilgai (Boselaphus tragocamelus) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0111_Boselaphus_tragocamelus.jpg
SP0112,Indian Hare,Lepus nigricollis,Animalia,Chordata,Mammalia,Carnivora (var.),Lepusidae,Lepus,nigricollis,Mammals,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Dec-Feb,Omnivore,15,Stable,"Indian Hare (Lepus nigricollis) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0112_Lepus_nigricollis.jpg
SP0113,Small Indian Civet,Viverricula indica,Animalia,Chordata,Mammalia,Carnivora (var.),Viverriculaidae,Viverricula,indica,Mammals,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Jun-Sep,Carnivore,13,Stable,"Small Indian Civet (Viverricula indica) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0113_Viverricula_indica.jpg
SP0114,Common Palm Civet,Paradoxurus hermaphroditus,Animalia,Chordata,Mammalia,Carnivora (var.),Paradoxurusidae,Paradoxurus,hermaphroditus,Mammals,Data Deficient,Agricultural Field,False,False,False,False,False,N/A,Sep-Dec,Herbivore,9,Under Watch,"Common Palm Civet (Paradoxurus hermaphroditus) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0114_Paradoxurus_hermaphroditus.jpg
SP0115,Indian Grey Mongoose,Herpestes edwardsii,Animalia,Chordata,Mammalia,Carnivora (var.),Herpestesidae,Herpestes,edwardsii,Mammals,Least Concern,Grassland,False,False,False,False,False,N/A,Jun-Sep,Herbivore,20,Under Watch,"Indian Grey Mongoose (Herpestes edwardsii) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0115_Herpestes_edwardsii.jpg
SP0116,Ruddy Mongoose,Herpestes smithii,Animalia,Chordata,Mammalia,Carnivora (var.),Herpestesidae,Herpestes,smithii,Mammals,Least Concern,Roadside Plantation,False,False,False,False,True,N/A,Jun-Sep,Omnivore,8,Stable,"Ruddy Mongoose (Herpestes smithii) is a mammal species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0116_Herpestes_smithii.jpg
SP0117,Indian Flying Fox,Pteropus giganteus,Animalia,Chordata,Mammalia,Carnivora (var.),Pteropusidae,Pteropus,giganteus,Mammals,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Jun-Sep,Omnivore,17,Stable,"Indian Flying Fox (Pteropus giganteus) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0117_Pteropus_giganteus.jpg
SP0118,Indian Pangolin,Manis crassicaudata,Animalia,Chordata,Mammalia,Carnivora (var.),Manisidae,Manis,crassicaudata,Mammals,Near Threatened,Temple Grove,False,False,False,False,False,N/A,Dec-Feb,Herbivore,19,Stable,"Indian Pangolin (Manis crassicaudata) is a mammal species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0118_Manis_crassicaudata.jpg
SP0119,Rhesus Macaque,Macaca mulatta,Animalia,Chordata,Mammalia,Carnivora (var.),Macacaidae,Macaca,mulatta,Mammals,Data Deficient,Roadside Plantation,False,False,False,False,True,N/A,Year-round,Carnivore,11,Declining,"Rhesus Macaque (Macaca mulatta) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0119_Macaca_mulatta.jpg
SP0120,Hanuman Langur,Semnopithecus entellus,Animalia,Chordata,Mammalia,Carnivora (var.),Semnopithecusidae,Semnopithecus,entellus,Mammals,Least Concern,Agricultural Field,False,False,False,False,False,N/A,Dec-Feb,Carnivore,17,Under Watch,"Hanuman Langur (Semnopithecus entellus) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0120_Semnopithecus_entellus.jpg
SP0121,Striped Hyena,Hyaena hyaena,Animalia,Chordata,Mammalia,Carnivora (var.),Hyaenaidae,Hyaena,hyaena,Mammals,Not Evaluated,Grassland,False,False,False,False,True,N/A,Year-round,Insectivore,4,Stable,"Striped Hyena (Hyaena hyaena) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0121_Hyaena_hyaena.jpg
SP0122,Indian Crested Porcupine,Hystrix indica,Animalia,Chordata,Mammalia,Carnivora (var.),Hystrixidae,Hystrix,indica,Mammals,Endangered,Roadside Plantation,False,False,False,False,False,N/A,Mar-Jun,Carnivore,17,Stable,"Indian Crested Porcupine (Hystrix indica) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0122_Hystrix_indica.jpg
SP0123,Five-striped Palm Squirrel,Funambulus pennantii,Animalia,Chordata,Mammalia,Carnivora (var.),Funambulusidae,Funambulus,pennantii,Mammals,Data Deficient,Agricultural Field,False,False,False,False,True,N/A,Dec-Feb,Omnivore,12,Stable,"Five-striped Palm Squirrel (Funambulus pennantii) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0123_Funambulus_pennantii.jpg
SP0124,Three-striped Palm Squirrel,Funambulus palmarum,Animalia,Chordata,Mammalia,Carnivora (var.),Funambulusidae,Funambulus,palmarum,Mammals,Near Threatened,Agricultural Field,False,False,False,False,False,N/A,Jun-Sep,Carnivore,3,Stable,"Three-striped Palm Squirrel (Funambulus palmarum) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0124_Funambulus_palmarum.jpg
SP0125,Indian Gerbil,Tatera indica,Animalia,Chordata,Mammalia,Carnivora (var.),Tateraidae,Tatera,indica,Mammals,Endangered,Temple Grove,False,False,False,False,False,N/A,Mar-Jun,Herbivore,9,Stable,"Indian Gerbil (Tatera indica) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0125_Tatera_indica.jpg
SP0126,Lesser Bandicoot Rat,Bandicota bengalensis,Animalia,Chordata,Mammalia,Carnivora (var.),Bandicotaidae,Bandicota,bengalensis,Mammals,Near Threatened,Roadside Plantation,False,False,False,False,True,N/A,Year-round,Carnivore,10,Declining,"Lesser Bandicoot Rat (Bandicota bengalensis) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0126_Bandicota_bengalensis.jpg
SP0127,Indian Grey Wolf,Canis lupus pallipes,Animalia,Chordata,Mammalia,Carnivora (var.),Canisidae,Canis,lupus pallipes,Mammals,Least Concern,Scrubland,False,False,False,False,False,N/A,Dec-Feb,Insectivore,18,Declining,"Indian Grey Wolf (Canis lupus pallipes) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0127_Canis_lupus_pallipes.jpg
SP0128,Smooth-coated Otter,Lutrogale perspicillata,Animalia,Chordata,Mammalia,Carnivora (var.),Lutrogaleidae,Lutrogale,perspicillata,Mammals,Not Evaluated,Roadside Plantation,False,False,False,False,False,N/A,Dec-Feb,Carnivore,20,Stable,"Smooth-coated Otter (Lutrogale perspicillata) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0128_Lutrogale_perspicillata.jpg
SP0129,Rusty-spotted Cat,Prionailurus rubiginosus,Animalia,Chordata,Mammalia,Carnivora (var.),Prionailurusidae,Prionailurus,rubiginosus,Mammals,Least Concern,Temple Grove,False,False,False,False,True,N/A,Year-round,Herbivore,5,Stable,"Rusty-spotted Cat (Prionailurus rubiginosus) is a mammal species recorded in the Kopargaon region, typically associated with scrubland habitat.",SP0129_Prionailurus_rubiginosus.jpg
SP0130,Short-nosed Fruit Bat,Cynopterus sphinx,Animalia,Chordata,Mammalia,Carnivora (var.),Cynopterusidae,Cynopterus,sphinx,Mammals,Not Evaluated,Roadside Plantation,False,False,False,False,True,N/A,Sep-Dec,Herbivore,15,Under Watch,"Short-nosed Fruit Bat (Cynopterus sphinx) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0130_Cynopterus_sphinx.jpg
SP0131,Indian Pipistrelle,Pipistrellus coromandra,Animalia,Chordata,Mammalia,Carnivora (var.),Pipistrellusidae,Pipistrellus,coromandra,Mammals,Least Concern,Temple Grove,False,False,False,False,False,N/A,Jun-Sep,Omnivore,11,Increasing,"Indian Pipistrelle (Pipistrellus coromandra) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0131_Pipistrellus_coromandra.jpg
SP0132,Chital,Axis axis,Animalia,Chordata,Mammalia,Carnivora (var.),Axisidae,Axis,axis,Mammals,Least Concern,Scrubland,False,False,False,False,False,N/A,Dec-Feb,Carnivore,8,Increasing,"Chital (Axis axis) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0132_Axis_axis.jpg
SP0133,Sambar,Rusa unicolor,Animalia,Chordata,Mammalia,Carnivora (var.),Rusaidae,Rusa,unicolor,Mammals,Not Evaluated,Temple Grove,False,False,False,False,False,N/A,Dec-Feb,Carnivore,23,Increasing,"Sambar (Rusa unicolor) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0133_Rusa_unicolor.jpg
SP0134,Four-horned Antelope,Tetracerus quadricornis,Animalia,Chordata,Mammalia,Carnivora (var.),Tetracerusidae,Tetracerus,quadricornis,Mammals,Data Deficient,Roadside Plantation,False,False,False,False,True,N/A,Sep-Dec,Omnivore,12,Increasing,"Four-horned Antelope (Tetracerus quadricornis) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0134_Tetracerus_quadricornis.jpg
SP0135,Indian Wild Dog (Dhole),Cuon alpinus,Animalia,Chordata,Mammalia,Carnivora (var.),Cuonidae,Cuon,alpinus,Mammals,Endangered,Scrubland,False,False,False,False,False,N/A,Dec-Feb,Insectivore,10,Declining,"Indian Wild Dog (Dhole) (Cuon alpinus) is a mammal species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0135_Cuon_alpinus.jpg
SP0136,Common Shrew,Suncus murinus,Animalia,Chordata,Mammalia,Carnivora (var.),Suncusidae,Suncus,murinus,Mammals,Near Threatened,Scrubland,False,False,False,False,True,N/A,Dec-Feb,Carnivore,21,Stable,"Common Shrew (Suncus murinus) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0136_Suncus_murinus.jpg
SP0137,Indian Hedgehog,Paraechinus micropus,Animalia,Chordata,Mammalia,Carnivora (var.),Paraechinusidae,Paraechinus,micropus,Mammals,Data Deficient,Roadside Plantation,False,False,False,False,False,N/A,Year-round,Insectivore,25,Declining,"Indian Hedgehog (Paraechinus micropus) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0137_Paraechinus_micropus.jpg
SP0138,Sand-coloured Soft-furred Rat,Millardia gleadowi,Animalia,Chordata,Mammalia,Carnivora (var.),Millardiaidae,Millardia,gleadowi,Mammals,Near Threatened,Temple Grove,False,False,False,False,True,N/A,Sep-Dec,Insectivore,6,Under Watch,"Sand-coloured Soft-furred Rat (Millardia gleadowi) is a mammal species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0138_Millardia_gleadowi.jpg
SP0139,Barking Deer,Muntiacus vaginalis,Animalia,Chordata,Mammalia,Carnivora (var.),Muntiacusidae,Muntiacus,vaginalis,Mammals,Least Concern,Temple Grove,False,False,False,False,False,N/A,Year-round,Omnivore,5,Declining,"Barking Deer (Muntiacus vaginalis) is a mammal species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0139_Muntiacus_vaginalis.jpg
SP0140,Indian Cobra,Naja naja,Animalia,Chordata,Reptilia,Squamata,Najaidae,Naja,naja,Reptiles,Vulnerable,Canal,False,True,False,False,False,N/A,Sep-Dec,Carnivore,10,Stable,"Indian Cobra (Naja naja) is a reptile species recorded in the Kopargaon region, typically associated with canal habitat.",SP0140_Naja_naja.jpg
SP0141,Russell's Viper,Daboia russelii,Animalia,Chordata,Reptilia,Squamata,Daboiaidae,Daboia,russelii,Reptiles,Near Threatened,Roadside Plantation,False,False,False,False,False,N/A,Sep-Dec,Carnivore,51,Stable,"Russell's Viper (Daboia russelii) is a reptile species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0141_Daboia_russelii.jpg
SP0142,Common Krait,Bungarus caeruleus,Animalia,Chordata,Reptilia,Squamata,Bungarusidae,Bungarus,caeruleus,Reptiles,Endangered,Rocky Outcrop,False,False,False,False,False,N/A,Mar-Jun,Insectivore,17,Stable,"Common Krait (Bungarus caeruleus) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0142_Bungarus_caeruleus.jpg
SP0143,Saw-scaled Viper,Echis carinatus,Animalia,Chordata,Reptilia,Squamata,Echisidae,Echis,carinatus,Reptiles,Not Evaluated,Canal,False,False,False,False,False,N/A,Year-round,Carnivore,22,Under Watch,"Saw-scaled Viper (Echis carinatus) is a reptile species recorded in the Kopargaon region, typically associated with rocky outcrop habitat.",SP0143_Echis_carinatus.jpg
SP0144,Indian Rat Snake,Ptyas mucosa,Animalia,Chordata,Reptilia,Squamata,Ptyasidae,Ptyas,mucosa,Reptiles,Least Concern,Roadside Plantation,False,False,False,False,False,N/A,Mar-Jun,Omnivore,39,Stable,"Indian Rat Snake (Ptyas mucosa) is a reptile species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0144_Ptyas_mucosa.jpg
