image_id,species_id,observation_id,filename,photographer,upload_date,gps_latitude,gps_longitude,image_category
IMG00841,SP0073,OBS007244,IMG00841_SP0073.jpg,Amit Kulkarni,2019-03-17,19.945782,74.383602,Water Body
IMG00842,SP0091,OBS001795,IMG00842_SP0091.jpg,Rahul Deshpande,2021-02-05,19.934441,74.448717,Flora
IMG00843,SP0008,,IMG00843_SP0008.jpg,Om Bhosale,2022-09-16,19.870902,74.573936,Field Survey
IMG00844,SP0423,,IMG00844_SP0423.jpg,Nikhil Deshpande,2026-03-26,19.948197,74.429976,Citizen Submission
IMG00845,SP0135,,IMG00845_SP0135.jpg,Sneha Patil,2021-06-01,19.830539,74.521277,Habitat
IMG00846,SP0302,OBS013301,IMG00846_SP0302.jpg,Rahul Pawar,2021-01-10,19.921821,74.584886,Citizen Submission
IMG00847,SP0449,,IMG00847_SP0449.jpg,Priyanka Patil,2022-07-07,19.820536,74.474782,Field Survey
IMG00848,SP0109,,IMG00848_SP0109.jpg,Neha Deshpande,2020-07-29,19.870499,74.370883,Wildlife
IMG00849,SP0245,,IMG00849_SP0245.jpg,Rajesh Kale,2020-09-26,19.924666,74.580832,Citizen Submission
IMG00850,SP0213,OBS015971,IMG00850_SP0213.jpg,Priyanka Patil,2020-09-23,19.908954,74.57255,Field Survey
IMG00851,SP0460,OBS005109,IMG00851_SP0460.jpg,Amit Kulkarni,2020-01-01,19.922657,74.376209,Flora
IMG00852,SP0069,OBS007731,IMG00852_SP0069.jpg,Rahul Deshpande,2025-07-14,19.893713,74.581478,Flora
IMG00853,SP0200,OBS009733,IMG00853_SP0200.jpg,Tejas Joshi,2023-03-09,19.915208,74.575279,Wildlife
IMG00854,SP0057,OBS019702,IMG00854_SP0057.jpg,Sandeep More,2025-04-09,19.880551,74.578683,Habitat
IMG00855,SP0093,OBS011462,IMG00855_SP0093.jpg,Vikram Joshi,2025-05-09,19.869313,74.591002,Wildlife
IMG00856,SP0397,OBS011204,IMG00856_SP0397.jpg,Pooja Bhosale,2024-04-14,19.907166,74.529812,Wildlife
IMG00857,SP0415,OBS002107,IMG00857_SP0415.jpg,Kirti Kale,2022-05-20,19.930583,74.433853,Habitat
IMG00858,SP0056,OBS000300,IMG00858_SP0056.jpg,Vikram Jadhav,2022-12-26,19.815614,74.538711,Citizen Submission
IMG00859,SP0005,OBS017846,IMG00859_SP0005.jpg,Vikram Joshi,2024-03-27,19.826772,74.589212,Flora
IMG00860,SP0132,OBS008140,IMG00860_SP0132.jpg,Pooja Shinde,2019-05-12,19.871858,74.406324,Water Body
IMG00861,SP0022,,IMG00861_SP0022.jpg,Om Shinde,2019-02-18,19.856523,74.410506,Citizen Submission
IMG00862,SP0097,OBS002812,IMG00862_SP0097.jpg,Kirti Kulkarni,2017-09-30,19.874994,74.509483,Water Body
IMG00863,SP0254,OBS000360,IMG00863_SP0254.jpg,Priyanka More,2022-02-20,19.909701,74.473777,Field Survey
IMG00864,SP0195,OBS013088,IMG00864_SP0195.jpg,Sandeep More,2020-03-23,19.867519,74.458219,Field Survey
IMG00865,SP0387,,IMG00865_SP0387.jpg,Swati Shinde,2020-08-15,19.896578,74.426664,Habitat
IMG00866,SP0187,OBS007765,IMG00866_SP0187.jpg,Rahul Pawar,2024-08-13,19.933663,74.495849,Field Survey
IMG00867,SP0460,OBS013206,IMG00867_SP0460.jpg,Nikhil Deshpande,2021-06-30,19.940404,74.508271,Field Survey
IMG00868,SP0223,OBS011046,IMG00868_SP0223.jpg,Rahul Pawar,2022-09-02,19.940698,74.515814,Wildlife
IMG00869,SP0387,OBS016394,IMG00869_SP0387.jpg,Pooja Bhosale,2022-05-15,19.948525,74.443176,Habitat
IMG00870,SP0161,OBS018696,IMG00870_SP0161.jpg,Aarti Jadhav,2021-07-29,19.932076,74.511711,Citizen Submission
IMG00871,SP0277,,IMG00871_SP0277.jpg,Kirti Kale,2026-08-01,19.941315,74.466073,Water Body
IMG00872,SP0446,OBS019215,IMG00872_SP0446.jpg,Sneha Patil,2019-03-19,19.892052,74.389101,Flora
IMG00873,SP0092,OBS009837,IMG00873_SP0092.jpg,Vikram Jadhav,2016-11-09,19.879507,74.576261,Flora
IMG00874,SP0258,OBS008666,IMG00874_SP0258.jpg,Tejas Jadhav,2016-11-03,19.803797,74.453041,Flora
IMG00875,SP0143,,IMG00875_SP0143.jpg,Pooja Shinde,2025-06-30,19.817669,74.581049,Flora
IMG00876,SP0046,,IMG00876_SP0046.jpg,Sandeep More,2020-03-07,19.905677,74.379589,Flora
IMG00877,SP0451,OBS011130,IMG00877_SP0451.jpg,Amit Kulkarni,2023-12-18,19.89291,74.387424,Field Survey
IMG00878,SP0429,,IMG00878_SP0429.jpg,Sneha Patil,2022-02-06,19.947835,74.465259,Field Survey
IMG00879,SP0386,OBS002618,IMG00879_SP0386.jpg,Aarti Joshi,2026-07-28,19.877671,74.462762,Field Survey
IMG00880,SP0376,OBS004891,IMG00880_SP0376.jpg,Sandeep More,2018-11-24,19.941319,74.566636,Flora
IMG00881,SP0357,OBS007186,IMG00881_SP0357.jpg,Om Bhosale,2022-02-04,19.874976,74.502841,Habitat
IMG00882,SP0247,,IMG00882_SP0247.jpg,Vikram Joshi,2017-02-07,19.823764,74.449247,Habitat
IMG00883,SP0234,OBS001594,IMG00883_SP0234.jpg,Sneha Patil,2019-08-29,19.826324,74.556981,Water Body
IMG00884,SP0324,OBS009183,IMG00884_SP0324.jpg,Rahul Deshpande,2018-11-03,19.918435,74.385667,Habitat
IMG00885,SP0081,OBS016174,IMG00885_SP0081.jpg,Amit Kale,2021-06-09,19.931044,74.551336,Flora
IMG00886,SP0111,OBS005210,IMG00886_SP0111.jpg,Rahul Deshpande,2016-12-17,19.931756,74.540288,Field Survey
IMG00887,SP0323,OBS002081,IMG00887_SP0323.jpg,Nikhil Pawar,2023-09-28,19.892543,74.543544,Wildlife
IMG00888,SP0273,OBS016231,IMG00888_SP0273.jpg,Pooja Bhosale,2021-09-28,19.873432,74.532019,Wildlife
IMG00889,SP0154,OBS005935,IMG00889_SP0154.jpg,Neha Pawar,2018-08-05,19.92716,74.476625,Habitat
IMG00890,SP0305,OBS011512,IMG00890_SP0305.jpg,Kirti Kale,2022-07-05,19.904672,74.40305,Habitat
IMG00891,SP0359,,IMG00891_SP0359.jpg,Vikram Joshi,2026-01-12,19.857552,74.507119,Citizen Submission
IMG00892,SP0314,OBS017932,IMG00892_SP0314.jpg,Priyanka More,2023-03-24,19.871717,74.350216,Citizen Submission
IMG00893,SP0220,OBS012684,IMG00893_SP0220.jpg,Rajesh Kale,2025-05-29,19.840963,74.560679,Field Survey
IMG00894,SP0253,OBS008147,IMG00894_SP0253.jpg,Kirti Kulkarni,2017-01-28,19.881085,74.541525,Water Body
IMG00895,SP0212,,IMG00895_SP0212.jpg,Sandeep More,2021-06-09,19.946633,74.428256,Wildlife
IMG00896,SP0345,OBS009640,IMG00896_SP0345.jpg,Sneha Patil,2023-08-11,19.862807,74.562045,Habitat
IMG00897,SP0018,OBS010496,IMG00897_SP0018.jpg,Priyanka More,2024-10-13,19.817814,74.578226,Citizen Submission
IMG00898,SP0401,OBS003628,IMG00898_SP0401.jpg,Sandeep More,2021-07-13,19.83938,74.591706,Field Survey
IMG00899,SP0092,OBS008236,IMG00899_SP0092.jpg,Swati Bhosale,2022-06-11,19.911157,74.364345,Wildlife
IMG00900,SP0201,OBS015685,IMG00900_SP0201.jpg,Sneha Patil,2021-05-06,19.910952,74.414964,Citizen Submission
IMG00901,SP0262,OBS014805,IMG00901_SP0262.jpg,Om Bhosale,2023-03-20,19.885858,74.409223,Water Body
IMG00902,SP0102,OBS006149,IMG00902_SP0102.jpg,Pooja Bhosale,2026-01-19,19.927865,74.567336,Wildlife
IMG00903,SP0378,OBS006322,IMG00903_SP0378.jpg,Nikhil Deshpande,2019-10-28,19.930348,74.579194,Water Body
IMG00904,SP0118,,IMG00904_SP0118.jpg,Sandeep More,2020-09-19,19.914734,74.540278,Flora
IMG00905,SP0378,OBS016184,IMG00905_SP0378.jpg,Kirti Kulkarni,2026-04-26,19.862663,74.457416,Habitat
IMG00906,SP0084,,IMG00906_SP0084.jpg,Neha Pawar,2016-12-18,19.885822,74.398386,Water Body
IMG00907,SP0321,OBS014473,IMG00907_SP0321.jpg,Om Bhosale,2021-09-11,19.840321,74.515498,Water Body
IMG00908,SP0299,OBS012285,IMG00908_SP0299.jpg,Neha Pawar,2017-07-03,19.894522,74.492828,Wildlife
IMG00909,SP0370,OBS011800,IMG00909_SP0370.jpg,Sneha Patil,2020-04-29,19.898418,74.4436,Wildlife
IMG00910,SP0235,OBS002067,IMG00910_SP0235.jpg,Tejas Jadhav,2024-10-06,19.865286,74.406665,Wildlife
IMG00911,SP0085,OBS006637,IMG00911_SP0085.jpg,Priyanka Patil,2021-08-25,19.864052,74.575893,Citizen Submission
IMG00912,SP0246,,IMG00912_SP0246.jpg,Amit Kale,2016-11-08,19.94853,74.364306,Flora
IMG00913,SP0251,,IMG00913_SP0251.jpg,Priyanka More,2025-05-19,19.94963,74.523971,Citizen Submission
IMG00914,SP0075,OBS010330,IMG00914_SP0075.jpg,Sandeep Patil,2019-01-02,19.879746,74.543234,Habitat
IMG00915,SP0157,OBS011344,IMG00915_SP0157.jpg,Sandeep Patil,2025-08-03,19.904026,74.36734,Water Body
IMG00916,SP0374,OBS002404,IMG00916_SP0374.jpg,Sandeep More,2021-09-24,19.939448,74.385313,Field Survey
IMG00917,SP0261,,IMG00917_SP0261.jpg,Tejas Jadhav,2024-08-25,19.917219,74.419265,Wildlife
IMG00918,SP0009,,IMG00918_SP0009.jpg,Pooja Shinde,2021-12-31,19.8582,74.570454,Citizen Submission
IMG00919,SP0193,OBS009960,IMG00919_SP0193.jpg,Aarti Jadhav,2017-10-02,19.866263,74.521278,Citizen Submission
IMG00920,SP0391,OBS004643,IMG00920_SP0391.jpg,Neha Pawar,2016-12-04,19.817914,74.389809,Habitat
IMG00921,SP0029,OBS004465,IMG00921_SP0029.jpg,Amit Kale,2025-07-24,19.850804,74.370632,Flora
IMG00922,SP0458,OBS012466,IMG00922_SP0458.jpg,Rahul Pawar,2022-07-31,19.877272,74.449242,Water Body
IMG00923,SP0277,,IMG00923_SP0277.jpg,Sneha Patil,2025-06-24,19.91884,74.569545,Habitat
IMG00924,SP0219,,IMG00924_SP0219.jpg,Tejas Joshi,2020-09-30,19.813171,74.388986,Field Survey
IMG00925,SP0217,OBS014171,IMG00925_SP0217.jpg,Sandeep Patil,2025-05-17,19.881486,74.561466,Citizen Submission
IMG00926,SP0121,OBS011630,IMG00926_SP0121.jpg,Vikram Joshi,2021-06-29,19.815061,74.434177,Wildlife
IMG00927,SP0122,,IMG00927_SP0122.jpg,Amit Kulkarni,2023-10-23,19.921335,74.539018,Wildlife
IMG00928,SP0259,OBS010590,IMG00928_SP0259.jpg,Kirti Kale,2019-10-07,19.87752,74.390119,Citizen Submission
IMG00929,SP0089,OBS013170,IMG00929_SP0089.jpg,Rahul Deshpande,2025-03-29,19.925412,74.589096,Citizen Submission
IMG00930,SP0351,,IMG00930_SP0351.jpg,Kirti Kale,2025-10-10,19.926417,74.465119,Water Body
IMG00931,SP0425,,IMG00931_SP0425.jpg,Pooja Shinde,2024-07-04,19.80419,74.564696,Habitat
IMG00932,SP0238,OBS000347,IMG00932_SP0238.jpg,Sandeep More,2019-09-10,19.856356,74.549983,Citizen Submission
IMG00933,SP0034,,IMG00933_SP0034.jpg,Sneha More,2025-10-01,19.93601,74.529668,Wildlife
IMG00934,SP0433,,IMG00934_SP0433.jpg,Tejas Jadhav,2016-12-16,19.824498,74.440104,Water Body
IMG00935,SP0351,,IMG00935_SP0351.jpg,Sandeep More,2024-02-03,19.887503,74.548533,Wildlife
IMG00936,SP0103,OBS019335,IMG00936_SP0103.jpg,Rajesh Kale,2025-08-04,19.936879,74.391319,Wildlife
IMG00937,SP0024,OBS016755,IMG00937_SP0024.jpg,Amit Kale,2024-02-25,19.860711,74.50126,Flora
IMG00938,SP0145,OBS018494,IMG00938_SP0145.jpg,Vikram Joshi,2020-03-26,19.812526,74.559721,Habitat
IMG00939,SP0149,OBS006306,IMG00939_SP0149.jpg,Sandeep More,2025-07-12,19.872762,74.362746,Field Survey
IMG00940,SP0118,OBS019863,IMG00940_SP0118.jpg,Pooja Bhosale,2025-12-18,19.88191,74.528691,Citizen Submission
IMG00941,SP0270,,IMG00941_SP0270.jpg,Kirti Kulkarni,2017-12-22,19.881364,74.426316,Wildlife
IMG00942,SP0207,OBS014541,IMG00942_SP0207.jpg,Swati Shinde,2021-10-11,19.834973,74.565818,Wildlife
IMG00943,SP0050,OBS012225,IMG00943_SP0050.jpg,Vikram Jadhav,2020-03-25,19.888137,74.548399,Flora
IMG00944,SP0366,OBS006344,IMG00944_SP0366.jpg,Aarti Joshi,2017-08-07,19.818921,74.546843,Wildlife
IMG00945,SP0364,,IMG00945_SP0364.jpg,Pooja Shinde,2019-02-28,19.801956,74.568363,Wildlife
IMG00946,SP0033,OBS008103,IMG00946_SP0033.jpg,Aarti Jadhav,2017-02-05,19.882157,74.581741,Habitat
IMG00947,SP0045,,IMG00947_SP0045.jpg,Rajesh Kale,2020-03-06,19.943337,74.499441,Citizen Submission
IMG00948,SP0297,OBS017078,IMG00948_SP0297.jpg,Nikhil Pawar,2023-03-11,19.932659,74.498258,Wildlife
IMG00949,SP0034,OBS007924,IMG00949_SP0034.jpg,Vikram Joshi,2022-06-20,19.921828,74.49482,Water Body
IMG00950,SP0397,,IMG00950_SP0397.jpg,Pooja Shinde,2019-08-26,19.924565,74.553383,Water Body
IMG00951,SP0269,OBS004983,IMG00951_SP0269.jpg,Pooja Bhosale,2019-08-04,19.858136,74.571644,Citizen Submission
IMG00952,SP0112,OBS019502,IMG00952_SP0112.jpg,Rahul Deshpande,2020-10-27,19.88256,74.498033,Flora
IMG00953,SP0098,OBS007129,IMG00953_SP0098.jpg,Priyanka More,2018-12-29,19.842555,74.58045,Wildlife
IMG00954,SP0317,,IMG00954_SP0317.jpg,Priyanka Patil,2022-02-20,19.817199,74.472065,Flora
IMG00955,SP0255,OBS019612,IMG00955_SP0255.jpg,Vikram Joshi,2021-01-15,19.83631,74.454369,Wildlife
IMG00956,SP0218,OBS010462,IMG00956_SP0218.jpg,Sneha Patil,2025-01-19,19.849593,74.370462,Habitat
IMG00957,SP0391,OBS010173,IMG00957_SP0391.jpg,Pooja Bhosale,2019-01-29,19.817008,74.364789,Wildlife
IMG00958,SP0337,OBS014244,IMG00958_SP0337.jpg,Rajesh Kulkarni,2025-05-22,19.842285,74.556172,Flora
IMG00959,SP0066,,IMG00959_SP0066.jpg,Swati Shinde,2019-06-08,19.849854,74.365558,Flora
IMG00960,SP0415,OBS019009,IMG00960_SP0415.jpg,Kirti Kulkarni,2021-12-01,19.881982,74.379496,Flora
IMG00961,SP0255,OBS005632,IMG00961_SP0255.jpg,Pooja Bhosale,2019-11-11,19.894301,74.484801,Field Survey
IMG00962,SP0066,OBS016509,IMG00962_SP0066.jpg,Om Bhosale,2018-10-31,19.815198,74.555702,Field Survey
IMG00963,SP0351,OBS010926,IMG00963_SP0351.jpg,Sneha More,2025-01-05,19.868006,74.598968,Flora
IMG00964,SP0102,,IMG00964_SP0102.jpg,Vikram Jadhav,2022-08-06,19.941146,74.532035,Field Survey
IMG00965,SP0447,OBS019587,IMG00965_SP0447.jpg,Aarti Jadhav,2021-01-29,19.832306,74.504485,Wildlife
IMG00966,SP0304,OBS017223,IMG00966_SP0304.jpg,Sandeep More,2021-10-25,19.849115,74.595529,Flora
IMG00967,SP0063,OBS003018,IMG00967_SP0063.jpg,Vikram Joshi,2025-11-27,19.918301,74.351694,Wildlife
IMG00968,SP0347,OBS016777,IMG00968_SP0347.jpg,Pooja Shinde,2022-06-24,19.876708,74.464884,Habitat
IMG00969,SP0399,OBS016448,IMG00969_SP0399.jpg,Priyanka Patil,2021-02-06,19.857525,74.51015,Wildlife
IMG00970,SP0262,,IMG00970_SP0262.jpg,Rahul Deshpande,2021-12-17,19.920927,74.560534,Water Body
IMG00971,SP0311,OBS007025,IMG00971_SP0311.jpg,Amit Kulkarni,2018-08-16,19.8572,74.373968,Flora
IMG00972,SP0183,OBS004680,IMG00972_SP0183.jpg,Aarti Jadhav,2020-10-11,19.810619,74.382045,Field Survey
IMG00973,SP0294,OBS019597,IMG00973_SP0294.jpg,Aarti Jadhav,2025-06-24,19.938109,74.39099,Habitat
IMG00974,SP0360,OBS014469,IMG00974_SP0360.jpg,Sneha Patil,2018-01-24,19.842629,74.475989,Habitat
IMG00975,SP0311,OBS006150,IMG00975_SP0311.jpg,Om Bhosale,2018-11-17,19.86253,74.580212,Wildlife
IMG00976,SP0121,OBS009469,IMG00976_SP0121.jpg,Neha Pawar,2023-01-28,19.907892,74.512885,Field Survey
IMG00977,SP0097,,IMG00977_SP0097.jpg,Om Bhosale,2020-04-23,19.833049,74.547815,Water Body
IMG00978,SP0290,,IMG00978_SP0290.jpg,Rahul Pawar,2025-10-11,19.907025,74.562203,Field Survey
IMG00979,SP0215,OBS004334,IMG00979_SP0215.jpg,Neha Pawar,2024-09-26,19.869078,74.482892,Flora
IMG00980,SP0086,OBS014554,IMG00980_SP0086.jpg,Vikram Jadhav,2026-07-21,19.893199,74.406702,Water Body
IMG00981,SP0048,OBS009865,IMG00981_SP0048.jpg,Nikhil Deshpande,2022-07-02,19.931902,74.586704,Wildlife
IMG00982,SP0456,,IMG00982_SP0456.jpg,Nikhil Deshpande,2024-09-23,19.925828,74.534881,Water Body
IMG00983,SP0312,OBS018067,IMG00983_SP0312.jpg,Vikram Jadhav,2019-03-24,19.900916,74.519784,Water Body
IMG00984,SP0357,OBS001833,IMG00984_SP0357.jpg,Aarti Jadhav,2018-08-01,19.882347,74.425193,Flora
IMG00985,SP0337,OBS001700,IMG00985_SP0337.jpg,Sandeep Patil,2017-11-30,19.876216,74.476722,Habitat
IMG00986,SP0456,,IMG00986_SP0456.jpg,Neha Pawar,2016-10-12,19.823662,74.428853,Habitat
IMG00987,SP0217,OBS013972,IMG00987_SP0217.jpg,Om Shinde,2018-08-07,19.892637,74.37986,Flora
IMG00988,SP0265,OBS010860,IMG00988_SP0265.jpg,Rahul Pawar,2023-09-09,19.821718,74.457976,Field Survey
IMG00989,SP0146,,IMG00989_SP0146.jpg,Aarti Jadhav,2020-12-01,19.932926,74.498923,Wildlife
IMG00990,SP0290,OBS011776,IMG00990_SP0290.jpg,Sandeep More,2022-02-20,19.886918,74.359703,Wildlife
IMG00991,SP0032,OBS004582,IMG00991_SP0032.jpg,Sandeep More,2020-09-14,19.942267,74.432494,Flora
IMG00992,SP0263,OBS007922,IMG00992_SP0263.jpg,Vikram Jadhav,2017-08-20,19.831141,74.397208,Citizen Submission
IMG00993,SP0121,OBS003832,IMG00993_SP0121.jpg,Vikram Joshi,2018-03-06,19.947498,74.358494,Field Survey
IMG00994,SP0236,OBS016859,IMG00994_SP0236.jpg,Vikram Jadhav,2024-04-25,19.914001,74.380949,Wildlife
IMG00995,SP0426,OBS006088,IMG00995_SP0426.jpg,Kirti Kale,2019-02-02,19.8735,74.56323,Habitat
IMG00996,SP0313,OBS003469,IMG00996_SP0313.jpg,Amit Kale,2022-10-16,19.846967,74.379474,Field Survey
IMG00997,SP0071,,IMG00997_SP0071.jpg,Vikram Joshi,2025-08-01,19.850801,74.415435,Citizen Submission
IMG00998,SP0038,OBS012803,IMG00998_SP0038.jpg,Pooja Shinde,2018-12-03,19.809955,74.542996,Wildlife
IMG00999,SP0147,OBS013987,IMG00999_SP0147.jpg,Vikram Joshi,2021-08-24,19.866144,74.435384,Field Survey
IMG01000,SP0235,OBS001619,IMG01000_SP0235.jpg,Vikram Jadhav,2026-05-22,19.836184,74.524643,Flora
IMG01001,SP0063,OBS019544,IMG01001_SP0063.jpg,Amit Kale,2025-12-06,19.831556,74.478181,Habitat
IMG01002,SP0223,OBS018675,IMG01002_SP0223.jpg,Neha Deshpande,2022-11-19,19.902669,74.505395,Habitat
IMG01003,SP0451,,IMG01003_SP0451.jpg,Pooja Bhosale,2023-01-23,19.823056,74.594766,Citizen Submission
IMG01004,SP0412,OBS010974,IMG01004_SP0412.jpg,Rahul Pawar,2020-07-30,19.900984,74.559528,Field Survey
IMG01005,SP0095,,IMG01005_SP0095.jpg,Kirti Kulkarni,2020-05-24,19.910664,74.399862,Water Body
IMG01006,SP0066,OBS004365,IMG01006_SP0066.jpg,Rajesh Kale,2025-08-06,19.925235,74.357265,Citizen Submission
IMG01007,SP0021,OBS016781,IMG01007_SP0021.jpg,Aarti Jadhav,2020-12-15,19.894278,74.589176,Flora
IMG01008,SP0175,OBS000250,IMG01008_SP0175.jpg,Sandeep Patil,2023-04-29,19.895566,74.390358,Habitat
IMG01009,SP0138,OBS002685,IMG01009_SP0138.jpg,Kirti Kulkarni,2025-05-25,19.826148,74.539528,Water Body
IMG01010,SP0018,OBS015036,IMG01010_SP0018.jpg,Pooja Bhosale,2018-09-12,19.877,74.597336,Flora
IMG01011,SP0020,OBS006578,IMG01011_SP0020.jpg,Kirti Kulkarni,2023-04-12,19.871572,74.591977,Field Survey
IMG01012,SP0053,,IMG01012_SP0053.jpg,Kirti Kale,2022-05-29,19.925346,74.467804,Citizen Submission
IMG01013,SP0343,OBS003959,IMG01013_SP0343.jpg,Sneha Patil,2024-04-29,19.855053,74.445335,Wildlife
IMG01014,SP0109,OBS008478,IMG01014_SP0109.jpg,Tejas Jadhav,2019-04-18,19.822501,74.459191,Citizen Submission
IMG01015,SP0404,,IMG01015_SP0404.jpg,Nikhil Pawar,2018-10-11,19.94877,74.540008,Habitat
IMG01016,SP0008,OBS015517,IMG01016_SP0008.jpg,Kirti Kulkarni,2020-08-19,19.948282,74.396957,Habitat
IMG01017,SP0061,OBS004823,IMG01017_SP0061.jpg,Rahul Deshpande,2023-03-17,19.898708,74.588831,Habitat
IMG01018,SP0131,,IMG01018_SP0131.jpg,Sandeep More,2022-02-11,19.875955,74.439197,Habitat
IMG01019,SP0015,,IMG01019_SP0015.jpg,Rajesh Kale,2023-06-14,19.836094,74.540236,Habitat
IMG01020,SP0406,OBS004081,IMG01020_SP0406.jpg,Rahul Deshpande,2017-09-30,19.836519,74.489634,Field Survey
IMG01021,SP0256,OBS013127,IMG01021_SP0256.jpg,Amit Kulkarni,2018-09-30,19.904876,74.432452,Habitat
IMG01022,SP0343,OBS006644,IMG01022_SP0343.jpg,Tejas Joshi,2018-03-18,19.825169,74.590757,Field Survey
IMG01023,SP0312,,IMG01023_SP0312.jpg,Rahul Deshpande,2021-01-20,19.832391,74.596382,Citizen Submission
IMG01024,SP0164,OBS019001,IMG01024_SP0164.jpg,Pooja Shinde,2021-10-05,19.859426,74.522317,Habitat
IMG01025,SP0374,OBS005247,IMG01025_SP0374.jpg,Om Bhosale,2021-12-16,19.841174,74.490599,Wildlife
IMG01026,SP0286,OBS012166,IMG01026_SP0286.jpg,Amit Kulkarni,2020-11-23,19.847131,74.377365,Habitat
IMG01027,SP0110,,IMG01027_SP0110.jpg,Amit Kale,2025-10-13,19.870733,74.55866,Habitat
IMG01028,SP0127,,IMG01028_SP0127.jpg,Aarti Joshi,2020-09-13,19.855813,74.380832,Wildlife
IMG01029,SP0139,OBS016923,IMG01029_SP0139.jpg,Sneha More,2019-08-14,19.858063,74.470078,Water Body
IMG01030,SP0426,,IMG01030_SP0426.jpg,Neha Pawar,2017-06-04,19.86544,74.535307,Citizen Submission
IMG01031,SP0046,OBS011000,IMG01031_SP0046.jpg,Vikram Jadhav,2018-06-01,19.932444,74.466239,Water Body
IMG01032,SP0211,OBS015022,IMG01032_SP0211.jpg,Rahul Deshpande,2018-03-10,19.917811,74.414455,Field Survey
IMG01033,SP0055,OBS014170,IMG01033_SP0055.jpg,Sneha More,2018-09-03,19.926083,74.496619,Flora
IMG01034,SP0316,,IMG01034_SP0316.jpg,Aarti Jadhav,2021-04-27,19.908022,74.502316,Flora
IMG01035,SP0214,OBS001285,IMG01035_SP0214.jpg,Aarti Jadhav,2019-04-27,19.855752,74.507522,Habitat
IMG01036,SP0035,,IMG01036_SP0035.jpg,Rahul Deshpande,2023-01-02,19.881534,74.563414,Flora
IMG01037,SP0196,OBS016852,IMG01037_SP0196.jpg,Amit Kulkarni,2019-05-23,19.862376,74.569588,Citizen Submission
IMG01038,SP0324,,IMG01038_SP0324.jpg,Vikram Jadhav,2025-11-18,19.919196,74.370888,Field Survey
IMG01039,SP0443,OBS015100,IMG01039_SP0443.jpg,Neha Pawar,2018-07-11,19.862861,74.355107,Flora
IMG01040,SP0348,OBS010357,IMG01040_SP0348.jpg,Neha Deshpande,2026-08-02,19.881033,74.413915,Field Survey
IMG01041,SP0012,OBS012042,IMG01041_SP0012.jpg,Kirti Kale,2022-08-21,19.910831,74.388821,Field Survey
IMG01042,SP0159,OBS008856,IMG01042_SP0159.jpg,Swati Shinde,2020-01-13,19.810857,74.448477,Citizen Submission
IMG01043,SP0079,OBS018336,IMG01043_SP0079.jpg,Priyanka Patil,2018-10-09,19.939244,74.454224,Habitat
IMG01044,SP0336,OBS004368,IMG01044_SP0336.jpg,Sneha Patil,2017-07-01,19.819393,74.387126,Water Body
IMG01045,SP0145,OBS007493,IMG01045_SP0145.jpg,Om Bhosale,2025-04-12,19.871889,74.474286,Field Survey
IMG01046,SP0204,,IMG01046_SP0204.jpg,Sandeep More,2019-03-18,19.898997,74.53008,Flora
IMG01047,SP0270,OBS009428,IMG01047_SP0270.jpg,Nikhil Pawar,2025-02-27,19.874285,74.375268,Citizen Submission
IMG01048,SP0200,,IMG01048_SP0200.jpg,Swati Shinde,2025-09-30,19.809827,74.599958,Citizen Submission
IMG01049,SP0406,OBS005734,IMG01049_SP0406.jpg,Nikhil Deshpande,2016-09-22,19.928943,74.384582,Habitat
IMG01050,SP0381,OBS002910,IMG01050_SP0381.jpg,Sandeep More,2022-12-26,19.834772,74.481486,Field Survey
IMG01051,SP0429,OBS003279,IMG01051_SP0429.jpg,Pooja Shinde,2021-10-04,19.854816,74.364695,Field Survey
IMG01052,SP0063,,IMG01052_SP0063.jpg,Sandeep More,2017-06-17,19.915018,74.41492,Citizen Submission
IMG01053,SP0260,OBS004117,IMG01053_SP0260.jpg,Rahul Deshpande,2018-11-11,19.849984,74.40167,Wildlife
IMG01054,SP0360,OBS007187,IMG01054_SP0360.jpg,Aarti Jadhav,2022-05-23,19.833693,74.59089,Wildlife
IMG01055,SP0110,OBS011613,IMG01055_SP0110.jpg,Sandeep Patil,2018-10-25,19.831588,74.352789,Habitat
IMG01056,SP0321,OBS000139,IMG01056_SP0321.jpg,Rahul Pawar,2017-08-28,19.860623,74.453325,Flora
IMG01057,SP0263,OBS014644,IMG01057_SP0263.jpg,Sneha Patil,2019-06-05,19.8752,74.500116,Field Survey
IMG01058,SP0416,,IMG01058_SP0416.jpg,Neha Pawar,2019-01-05,19.913182,74.358332,Field Survey
IMG01059,SP0183,,IMG01059_SP0183.jpg,Om Bhosale,2022-05-22,19.844455,74.546912,Habitat
IMG01060,SP0141,,IMG01060_SP0141.jpg,Kirti Kulkarni,2018-03-04,19.909595,74.573414,Field Survey
IMG01061,SP0394,OBS000229,IMG01061_SP0394.jpg,Sandeep More,2025-11-11,19.830324,74.462269,Water Body
IMG01062,SP0326,OBS000373,IMG01062_SP0326.jpg,Om Shinde,2019-11-08,19.808371,74.412488,Citizen Submission
IMG01063,SP0198,OBS017520,IMG01063_SP0198.jpg,Om Bhosale,2025-04-14,19.816033,74.37108,Wildlife
IMG01064,SP0413,OBS019192,IMG01064_SP0413.jpg,Sneha Patil,2026-04-15,19.877881,74.557614,Wildlife
