report_id,user_id,species_id,latitude,longitude,report_date,image_filename,remarks,verification_status,admin_comments
CR00484,USR0093,SP0412,19.80303,74.566397,2024-03-05,CR00484_SP0412.jpg,Nesting site found,Verified,Species ID corrected by reviewer.
CR00485,USR0123,SP0238,19.865625,74.480829,2018-03-13,CR00485_SP0238.jpg,Spotted during morning walk,Pending,
CR00486,USR0250,SP0372,19.90775,74.475415,2017-01-07,CR00486_SP0372.jpg,Seen during college nature trail,Pending,Species ID corrected by reviewer.
CR00487,USR0368,SP0341,19.944266,74.580911,2020-08-14,CR00487_SP0341.jpg,Seen during college nature trail,Pending,
CR00488,USR0250,SP0366,19.944837,74.418464,2019-09-05,CR00488_SP0366.jpg,Found near farm,Pending,Needs a clearer photo.
CR00489,USR0115,SP0451,19.881857,74.524961,2016-09-03,CR00489_SP0451.jpg,Noticed unusual coloration,Pending,Duplicate of earlier report.
CR00490,USR0038,SP0230,19.811408,74.406149,2018-02-02,CR00490_SP0230.jpg,Nesting site found,Verified,Duplicate of earlier report.
CR00491,USR0253,SP0353,19.819589,74.492273,2021-05-13,CR00491_SP0353.jpg,Seen at riverbank,Rejected,"Looks accurate, approved."
CR00492,USR0149,SP0150,19.911119,74.493148,2025-06-24,CR00492_SP0150.jpg,Spotted near temple pond,Rejected,
CR00493,USR0178,SP0127,19.827231,74.497201,2018-07-20,CR00493_SP0127.jpg,Seen during college nature trail,Verified,"Looks accurate, approved."
CR00494,USR0064,SP0300,19.846564,74.431703,2020-09-11,CR00494_SP0300.jpg,Spotted during morning walk,Rejected,Duplicate of earlier report.
CR00495,USR0188,SP0046,19.873136,74.530439,2021-09-18,CR00495_SP0046.jpg,Spotted near temple pond,Verified,Needs a clearer photo.
CR00496,USR0154,SP0024,19.903406,74.563021,2019-12-06,CR00496_SP0024.jpg,Multiple individuals seen,Verified,
CR00497,USR0469,SP0156,19.888559,74.427701,2023-02-03,CR00497_SP0156.jpg,Nesting site found,Verified,
CR00498,USR0053,SP0044,19.855557,74.377472,2018-06-13,CR00498_SP0044.jpg,Multiple individuals seen,Verified,Species ID corrected by reviewer.
CR00499,USR0438,SP0193,19.81277,74.477477,2023-04-16,CR00499_SP0193.jpg,Nesting site found,Verified,Duplicate of earlier report.
CR00500,USR0243,SP0032,19.869752,74.575582,2026-02-22,CR00500_SP0032.jpg,Reported by local farmer,Verified,Duplicate of earlier report.
CR00501,USR0299,SP0027,19.913605,74.430889,2020-07-31,CR00501_SP0027.jpg,Seen during college nature trail,Verified,
CR00502,USR0247,SP0218,19.873805,74.516392,2018-02-11,CR00502_SP0218.jpg,Spotted near temple pond,Verified,
CR00503,USR0493,SP0418,19.825672,74.585132,2021-11-27,CR00503_SP0418.jpg,Nesting site found,Verified,
CR00504,USR0480,SP0355,19.803742,74.480861,2022-09-06,CR00504_SP0355.jpg,Nesting site found,Verified,Species ID corrected by reviewer.
CR00505,USR0260,SP0139,19.905493,74.419212,2023-12-23,CR00505_SP0139.jpg,Nesting site found,Verified,Needs a clearer photo.
CR00506,USR0235,SP0258,19.808742,74.482673,2020-01-15,CR00506_SP0258.jpg,Nesting site found,Verified,"Looks accurate, approved."
CR00507,USR0112,SP0067,19.918415,74.401954,2026-01-28,CR00507_SP0067.jpg,Reported by local farmer,Verified,Species ID corrected by reviewer.
CR00508,USR0063,SP0448,19.832453,74.506992,2017-01-15,CR00508_SP0448.jpg,Spotted during morning walk,Verified,Species ID corrected by reviewer.
CR00509,USR0042,SP0216,19.908541,74.526583,2020-01-09,CR00509_SP0216.jpg,Found near farm,Rejected,Needs a clearer photo.
CR00510,USR0455,SP0225,19.823546,74.577557,2024-04-02,CR00510_SP0225.jpg,Found near farm,Pending,Needs a clearer photo.
CR00511,USR0048,SP0423,19.81587,74.542041,2021-06-08,CR00511_SP0423.jpg,Multiple individuals seen,Verified,Needs a clearer photo.
CR00512,USR0084,SP0261,19.946309,74.55228,2021-04-04,CR00512_SP0261.jpg,Multiple individuals seen,Verified,Cross-checked with expert - confirmed.
CR00513,USR0039,SP0256,19.82714,74.488372,2016-12-23,CR00513_SP0256.jpg,Noticed unusual coloration,Pending,Species ID corrected by reviewer.
CR00514,USR0303,SP0043,19.803614,74.58524,2021-04-16,CR00514_SP0043.jpg,Found near farm,Verified,Species ID corrected by reviewer.
CR00515,USR0321,SP0004,19.818884,74.588073,2024-07-08,CR00515_SP0004.jpg,Spotted during morning walk,Pending,
CR00516,USR0176,SP0040,19.828235,74.522531,2018-03-14,CR00516_SP0040.jpg,Seen at riverbank,Verified,"Looks accurate, approved."
CR00517,USR0340,SP0448,19.926257,74.44114,2018-08-26,CR00517_SP0448.jpg,Found near farm,Verified,
CR00518,USR0203,SP0176,19.87245,74.48583,2020-10-07,CR00518_SP0176.jpg,Multiple individuals seen,Pending,Cross-checked with expert - confirmed.
CR00519,USR0486,SP0136,19.905267,74.532127,2020-05-24,CR00519_SP0136.jpg,Reported by local farmer,Pending,Cross-checked with expert - confirmed.
CR00520,USR0125,SP0145,19.905423,74.449962,2021-04-19,CR00520_SP0145.jpg,Spotted near temple pond,Verified,Duplicate of earlier report.
CR00521,USR0334,SP0217,19.850323,74.473609,2022-10-26,CR00521_SP0217.jpg,Roadkill reported,Verified,Needs a clearer photo.
CR00522,USR0481,SP0207,19.922745,74.489466,2024-04-07,CR00522_SP0207.jpg,Multiple individuals seen,Verified,
CR00523,USR0172,SP0396,19.831492,74.416303,2017-06-26,CR00523_SP0396.jpg,Found near farm,Pending,
CR00524,USR0187,SP0383,19.816299,74.533552,2024-01-23,CR00524_SP0383.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR00525,USR0144,SP0286,19.872204,74.547752,2020-02-25,CR00525_SP0286.jpg,Spotted near temple pond,Rejected,Cross-checked with expert - confirmed.
CR00526,USR0137,SP0210,19.817136,74.355849,2021-10-19,CR00526_SP0210.jpg,Reported by local farmer,Verified,"Looks accurate, approved."
CR00527,USR0411,SP0056,19.856578,74.36342,2025-07-18,CR00527_SP0056.jpg,Noticed unusual coloration,Pending,
CR00528,USR0063,SP0447,19.87669,74.541439,2022-12-09,CR00528_SP0447.jpg,Spotted near temple pond,Verified,
CR00529,USR0080,SP0060,19.886272,74.571161,2025-11-08,CR00529_SP0060.jpg,Seen at riverbank,Pending,"Looks accurate, approved."
CR00530,USR0164,SP0226,19.858289,74.565113,2025-12-02,CR00530_SP0226.jpg,Roadkill reported,Pending,Needs a clearer photo.
CR00531,USR0214,SP0372,19.905429,74.4188,2024-09-13,CR00531_SP0372.jpg,Multiple individuals seen,Pending,Needs a clearer photo.
CR00532,USR0028,SP0317,19.933524,74.555295,2025-11-26,CR00532_SP0317.jpg,Seen during college nature trail,Verified,"Looks accurate, approved."
CR00533,USR0461,SP0297,19.85882,74.437934,2016-08-07,CR00533_SP0297.jpg,Reported by local farmer,Verified,Cross-checked with expert - confirmed.
CR00534,USR0376,SP0071,19.873314,74.555699,2020-03-06,CR00534_SP0071.jpg,Roadkill reported,Verified,Needs a clearer photo.
CR00535,USR0470,SP0212,19.861287,74.54033,2019-11-16,CR00535_SP0212.jpg,Nesting site found,Verified,Duplicate of earlier report.
CR00536,USR0125,SP0196,19.913278,74.481942,2019-06-09,CR00536_SP0196.jpg,Roadkill reported,Verified,
CR00537,USR0405,SP0013,19.931148,74.51796,2026-07-04,CR00537_SP0013.jpg,Noticed unusual coloration,Verified,Species ID corrected by reviewer.
CR00538,USR0058,SP0229,19.808093,74.583652,2026-03-27,CR00538_SP0229.jpg,Multiple individuals seen,Rejected,Duplicate of earlier report.
CR00539,USR0132,SP0343,19.876493,74.52416,2023-05-02,CR00539_SP0343.jpg,Reported by local farmer,Verified,"Looks accurate, approved."
CR00540,USR0242,SP0159,19.870815,74.465545,2016-09-20,CR00540_SP0159.jpg,Spotted near temple pond,Verified,"Looks accurate, approved."
CR00541,USR0210,SP0112,19.866021,74.48839,2024-05-15,CR00541_SP0112.jpg,Found near farm,Verified,Cross-checked with expert - confirmed.
CR00542,USR0346,SP0311,19.807956,74.46554,2026-07-10,CR00542_SP0311.jpg,Seen at riverbank,Pending,Duplicate of earlier report.
CR00543,USR0310,SP0053,19.944623,74.501172,2026-04-11,CR00543_SP0053.jpg,Nesting site found,Verified,Species ID corrected by reviewer.
CR00544,USR0341,SP0447,19.908078,74.452159,2023-09-21,CR00544_SP0447.jpg,Spotted during morning walk,Verified,Needs a clearer photo.
CR00545,USR0003,SP0368,19.809096,74.393795,2020-10-11,CR00545_SP0368.jpg,Seen at riverbank,Verified,
CR00546,USR0420,SP0174,19.843521,74.588813,2025-06-25,CR00546_SP0174.jpg,Seen at riverbank,Verified,
CR00547,USR0458,SP0157,19.820716,74.533202,2023-05-10,CR00547_SP0157.jpg,Roadkill reported,Verified,Cross-checked with expert - confirmed.
CR00548,USR0462,SP0220,19.85596,74.426227,2021-07-01,CR00548_SP0220.jpg,Multiple individuals seen,Verified,Cross-checked with expert - confirmed.
CR00549,USR0013,SP0459,19.836723,74.463662,2026-07-27,CR00549_SP0459.jpg,Seen during college nature trail,Pending,
CR00550,USR0230,SP0349,19.833429,74.44132,2024-05-26,CR00550_SP0349.jpg,Nesting site found,Verified,
CR00551,USR0261,SP0170,19.849091,74.430978,2024-11-25,CR00551_SP0170.jpg,Multiple individuals seen,Verified,
CR00552,USR0106,SP0287,19.82706,74.440448,2022-08-07,CR00552_SP0287.jpg,Seen during college nature trail,Verified,"Looks accurate, approved."
CR00553,USR0227,SP0443,19.806051,74.457011,2026-02-28,CR00553_SP0443.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR00554,USR0247,SP0361,19.896241,74.356025,2023-01-12,CR00554_SP0361.jpg,Seen during college nature trail,Pending,Duplicate of earlier report.
CR00555,USR0463,SP0424,19.871212,74.593574,2025-03-15,CR00555_SP0424.jpg,Noticed unusual coloration,Verified,Duplicate of earlier report.
CR00556,USR0303,SP0442,19.897431,74.571826,2023-05-28,CR00556_SP0442.jpg,Spotted near temple pond,Rejected,Needs a clearer photo.
CR00557,USR0247,SP0166,19.90369,74.494658,2026-03-27,CR00557_SP0166.jpg,Reported by local farmer,Pending,
CR00558,USR0123,SP0094,19.919638,74.47156,2019-10-18,CR00558_SP0094.jpg,Seen during college nature trail,Verified,Species ID corrected by reviewer.
CR00559,USR0449,SP0296,19.900616,74.403908,2019-10-04,CR00559_SP0296.jpg,Noticed unusual coloration,Verified,"Looks accurate, approved."
CR00560,USR0453,SP0118,19.835002,74.464317,2017-05-09,CR00560_SP0118.jpg,Spotted near temple pond,Pending,"Looks accurate, approved."
CR00561,USR0282,SP0021,19.841161,74.583965,2019-11-02,CR00561_SP0021.jpg,Found near farm,Pending,
CR00562,USR0365,SP0014,19.849128,74.432962,2022-10-23,CR00562_SP0014.jpg,Seen at riverbank,Verified,
CR00563,USR0352,SP0327,19.903132,74.402937,2022-08-25,CR00563_SP0327.jpg,Seen during college nature trail,Verified,
CR00564,USR0228,SP0078,19.818657,74.5905,2016-11-07,CR00564_SP0078.jpg,Seen at riverbank,Rejected,Needs a clearer photo.
CR00565,USR0339,SP0204,19.881335,74.364998,2024-09-14,CR00565_SP0204.jpg,Nesting site found,Verified,Needs a clearer photo.
CR00566,USR0482,SP0322,19.813018,74.471735,2020-08-30,CR00566_SP0322.jpg,Reported by local farmer,Verified,
CR00567,USR0348,SP0056,19.865587,74.425267,2023-04-30,CR00567_SP0056.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR00568,USR0189,SP0253,19.841942,74.555077,2016-10-15,CR00568_SP0253.jpg,Spotted during morning walk,Rejected,Cross-checked with expert - confirmed.
CR00569,USR0326,SP0294,19.865362,74.52407,2018-01-20,CR00569_SP0294.jpg,Roadkill reported,Rejected,Needs a clearer photo.
CR00570,USR0200,SP0081,19.841595,74.483756,2018-11-28,CR00570_SP0081.jpg,Spotted during morning walk,Rejected,Species ID corrected by reviewer.
CR00571,USR0112,SP0417,19.888806,74.58765,2021-07-14,CR00571_SP0417.jpg,Nesting site found,Rejected,Cross-checked with expert - confirmed.
CR00572,USR0020,SP0119,19.902763,74.495709,2018-03-07,CR00572_SP0119.jpg,Spotted near temple pond,Pending,"Looks accurate, approved."
CR00573,USR0407,SP0130,19.942801,74.433975,2017-06-06,CR00573_SP0130.jpg,Spotted during morning walk,Verified,Needs a clearer photo.
CR00574,USR0185,SP0256,19.925302,74.486974,2021-09-03,CR00574_SP0256.jpg,Spotted near temple pond,Pending,Cross-checked with expert - confirmed.
CR00575,USR0301,SP0211,19.944364,74.445913,2021-12-01,CR00575_SP0211.jpg,Multiple individuals seen,Verified,Needs a clearer photo.
CR00576,USR0127,SP0063,19.84451,74.526766,2019-01-28,CR00576_SP0063.jpg,Roadkill reported,Verified,
CR00577,USR0125,SP0028,19.866006,74.415965,2023-02-18,CR00577_SP0028.jpg,Spotted near temple pond,Verified,Cross-checked with expert - confirmed.
CR00578,USR0207,SP0114,19.840936,74.43106,2022-08-27,CR00578_SP0114.jpg,Roadkill reported,Verified,"Looks accurate, approved."
CR00579,USR0214,SP0315,19.853458,74.485336,2024-04-12,CR00579_SP0315.jpg,Spotted near temple pond,Verified,
CR00580,USR0097,SP0263,19.867272,74.469094,2020-04-20,CR00580_SP0263.jpg,Nesting site found,Verified,Cross-checked with expert - confirmed.
CR00581,USR0337,SP0292,19.842547,74.423164,2016-11-27,CR00581_SP0292.jpg,Spotted during morning walk,Rejected,"Looks accurate, approved."
CR00582,USR0334,SP0224,19.822542,74.595159,2026-05-30,CR00582_SP0224.jpg,Reported by local farmer,Verified,Species ID corrected by reviewer.
CR00583,USR0059,SP0114,19.875277,74.360503,2018-02-03,CR00583_SP0114.jpg,Spotted near temple pond,Rejected,Species ID corrected by reviewer.
CR00584,USR0214,SP0428,19.826566,74.590202,2016-08-12,CR00584_SP0428.jpg,Multiple individuals seen,Pending,Species ID corrected by reviewer.
CR00585,USR0330,SP0014,19.85851,74.455087,2023-05-21,CR00585_SP0014.jpg,Multiple individuals seen,Verified,Duplicate of earlier report.
CR00586,USR0023,SP0406,19.829997,74.497702,2024-11-24,CR00586_SP0406.jpg,Noticed unusual coloration,Rejected,Cross-checked with expert - confirmed.
CR00587,USR0103,SP0162,19.824417,74.482543,2017-03-29,CR00587_SP0162.jpg,Nesting site found,Pending,Duplicate of earlier report.
CR00588,USR0206,SP0091,19.889343,74.524549,2025-09-28,CR00588_SP0091.jpg,Seen at riverbank,Verified,Duplicate of earlier report.
CR00589,USR0452,SP0017,19.840375,74.440049,2017-11-03,CR00589_SP0017.jpg,Seen during college nature trail,Verified,
CR00590,USR0416,SP0329,19.834496,74.4422,2022-01-10,CR00590_SP0329.jpg,Roadkill reported,Verified,
CR00591,USR0351,SP0187,19.935147,74.590625,2025-07-08,CR00591_SP0187.jpg,Roadkill reported,Pending,Duplicate of earlier report.
CR00592,USR0226,SP0267,19.856315,74.589923,2021-08-17,CR00592_SP0267.jpg,Seen at riverbank,Verified,Species ID corrected by reviewer.
CR00593,USR0111,SP0086,19.879705,74.576641,2020-06-17,CR00593_SP0086.jpg,Found near farm,Verified,Species ID corrected by reviewer.
CR00594,USR0286,SP0255,19.947871,74.369898,2025-02-14,CR00594_SP0255.jpg,Reported by local farmer,Pending,Duplicate of earlier report.
CR00595,USR0264,SP0409,19.934517,74.530904,2017-01-28,CR00595_SP0409.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR00596,USR0299,SP0266,19.931478,74.530572,2019-09-05,CR00596_SP0266.jpg,Spotted during morning walk,Rejected,Species ID corrected by reviewer.
CR00597,USR0388,SP0311,19.919119,74.592268,2017-07-03,CR00597_SP0311.jpg,Noticed unusual coloration,Verified,"Looks accurate, approved."
CR00598,USR0182,SP0052,19.891047,74.467081,2022-06-29,CR00598_SP0052.jpg,Noticed unusual coloration,Pending,
CR00599,USR0192,SP0245,19.823503,74.498071,2017-06-24,CR00599_SP0245.jpg,Nesting site found,Verified,
CR00600,USR0139,SP0009,19.873678,74.499538,2024-05-17,CR00600_SP0009.jpg,Found near farm,Verified,
CR00601,USR0101,SP0066,19.924483,74.365076,2024-07-13,CR00601_SP0066.jpg,Spotted during morning walk,Verified,
CR00602,USR0471,SP0179,19.807959,74.523891,2025-02-07,CR00602_SP0179.jpg,Noticed unusual coloration,Verified,Species ID corrected by reviewer.
CR00603,USR0209,SP0430,19.823367,74.559367,2021-05-09,CR00603_SP0430.jpg,Seen during college nature trail,Pending,
CR00604,USR0397,SP0220,19.915395,74.367221,2022-02-22,CR00604_SP0220.jpg,Found near farm,Pending,Needs a clearer photo.
CR00605,USR0444,SP0334,19.920141,74.556706,2023-03-11,CR00605_SP0334.jpg,Nesting site found,Verified,
CR00606,USR0432,SP0257,19.863351,74.583149,2025-01-05,CR00606_SP0257.jpg,Roadkill reported,Verified,Needs a clearer photo.
CR00607,USR0091,SP0087,19.920597,74.426508,2021-03-11,CR00607_SP0087.jpg,Found near farm,Verified,Needs a clearer photo.
CR00608,USR0376,SP0244,19.800192,74.431449,2017-12-21,CR00608_SP0244.jpg,Found near farm,Verified,"Looks accurate, approved."
CR00609,USR0308,SP0341,19.806532,74.53945,2018-05-07,CR00609_SP0341.jpg,Nesting site found,Verified,Needs a clearer photo.
CR00610,USR0434,SP0301,19.810366,74.489393,2024-08-06,CR00610_SP0301.jpg,Found near farm,Verified,
CR00611,USR0056,SP0307,19.922947,74.435753,2017-07-29,CR00611_SP0307.jpg,Seen during college nature trail,Verified,Cross-checked with expert - confirmed.
CR00612,USR0269,SP0399,19.929279,74.550797,2020-02-09,CR00612_SP0399.jpg,Seen at riverbank,Verified,"Looks accurate, approved."
CR00613,USR0357,SP0338,19.875551,74.400601,2017-09-14,CR00613_SP0338.jpg,Nesting site found,Rejected,
CR00614,USR0064,SP0230,19.903062,74.40485,2019-08-20,CR00614_SP0230.jpg,Spotted near temple pond,Pending,Species ID corrected by reviewer.
CR00615,USR0366,SP0436,19.85788,74.501678,2020-05-06,CR00615_SP0436.jpg,Spotted during morning walk,Pending,
CR00616,USR0473,SP0395,19.886027,74.413552,2022-08-25,CR00616_SP0395.jpg,Multiple individuals seen,Pending,Species ID corrected by reviewer.
CR00617,USR0184,SP0209,19.811616,74.437556,2025-05-22,CR00617_SP0209.jpg,Found near farm,Rejected,
CR00618,USR0289,SP0229,19.905319,74.378871,2021-02-05,CR00618_SP0229.jpg,Reported by local farmer,Verified,Duplicate of earlier report.
CR00619,USR0402,SP0050,19.926705,74.369102,2017-10-20,CR00619_SP0050.jpg,Seen at riverbank,Pending,"Looks accurate, approved."
CR00620,USR0352,SP0391,19.857753,74.553739,2023-03-12,CR00620_SP0391.jpg,Roadkill reported,Verified,Species ID corrected by reviewer.
CR00621,USR0081,SP0261,19.89545,74.519846,2020-09-02,CR00621_SP0261.jpg,Spotted during morning walk,Verified,
CR00622,USR0385,SP0218,19.808208,74.387191,2018-09-27,CR00622_SP0218.jpg,Multiple individuals seen,Verified,
CR00623,USR0318,SP0239,19.825594,74.360838,2023-11-02,CR00623_SP0239.jpg,Spotted near temple pond,Verified,Duplicate of earlier report.
CR00624,USR0070,SP0004,19.83662,74.373273,2017-12-22,CR00624_SP0004.jpg,Spotted during morning walk,Rejected,Species ID corrected by reviewer.
CR00625,USR0286,SP0202,19.836388,74.521802,2023-10-02,CR00625_SP0202.jpg,Roadkill reported,Pending,Duplicate of earlier report.
CR00626,USR0006,SP0214,19.818925,74.562155,2023-05-04,CR00626_SP0214.jpg,Noticed unusual coloration,Verified,Needs a clearer photo.
CR00627,USR0284,SP0053,19.932777,74.367067,2018-09-17,CR00627_SP0053.jpg,Seen during college nature trail,Verified,Needs a clearer photo.
CR00628,USR0418,SP0369,19.8132,74.412365,2019-02-06,CR00628_SP0369.jpg,Spotted near temple pond,Verified,Species ID corrected by reviewer.
CR00629,USR0295,SP0407,19.858716,74.46343,2023-01-24,CR00629_SP0407.jpg,Multiple individuals seen,Pending,Cross-checked with expert - confirmed.
CR00630,USR0044,SP0109,19.835531,74.557758,2025-12-19,CR00630_SP0109.jpg,Noticed unusual coloration,Verified,
CR00631,USR0013,SP0336,19.879504,74.488448,2017-12-03,CR00631_SP0336.jpg,Seen during college nature trail,Pending,Needs a clearer photo.
CR00632,USR0092,SP0070,19.820103,74.358249,2024-03-05,CR00632_SP0070.jpg,Seen at riverbank,Rejected,Needs a clearer photo.
CR00633,USR0366,SP0002,19.936874,74.4753,2017-05-10,CR00633_SP0002.jpg,Multiple individuals seen,Verified,"Looks accurate, approved."
CR00634,USR0126,SP0319,19.898282,74.567347,2024-01-15,CR00634_SP0319.jpg,Found near farm,Verified,Cross-checked with expert - confirmed.
CR00635,USR0449,SP0413,19.944673,74.569004,2019-10-11,CR00635_SP0413.jpg,Roadkill reported,Pending,Duplicate of earlier report.
CR00636,USR0452,SP0298,19.837191,74.439463,2020-02-13,CR00636_SP0298.jpg,Reported by local farmer,Verified,Species ID corrected by reviewer.
CR00637,USR0298,SP0356,19.825952,74.584687,2026-07-24,CR00637_SP0356.jpg,Multiple individuals seen,Rejected,Needs a clearer photo.
CR00638,USR0312,SP0284,19.853202,74.502695,2025-02-17,CR00638_SP0284.jpg,Reported by local farmer,Verified,
CR00639,USR0020,SP0163,19.813528,74.518633,2020-09-19,CR00639_SP0163.jpg,Found near farm,Verified,Duplicate of earlier report.
CR00640,USR0223,SP0257,19.865014,74.454875,2024-07-15,CR00640_SP0257.jpg,Seen during college nature trail,Rejected,
CR00641,USR0395,SP0460,19.807379,74.381535,2024-04-03,CR00641_SP0460.jpg,Roadkill reported,Rejected,Needs a clearer photo.
CR00642,USR0163,SP0332,19.902474,74.446007,2016-09-01,CR00642_SP0332.jpg,Noticed unusual coloration,Pending,Cross-checked with expert - confirmed.
CR00643,USR0142,SP0349,19.828791,74.4462,2024-09-12,CR00643_SP0349.jpg,Seen during college nature trail,Verified,"Looks accurate, approved."
CR00644,USR0374,SP0277,19.886646,74.548975,2020-12-16,CR00644_SP0277.jpg,Roadkill reported,Verified,
CR00645,USR0188,SP0263,19.949712,74.504555,2018-07-14,CR00645_SP0263.jpg,Found near farm,Verified,Needs a clearer photo.
CR00646,USR0274,SP0409,19.873954,74.474803,2021-02-20,CR00646_SP0409.jpg,Noticed unusual coloration,Verified,Duplicate of earlier report.
CR00647,USR0025,SP0217,19.837803,74.364966,2018-05-05,CR00647_SP0217.jpg,Roadkill reported,Verified,Species ID corrected by reviewer.
CR00648,USR0038,SP0337,19.888847,74.477948,2023-06-28,CR00648_SP0337.jpg,Seen during college nature trail,Pending,Needs a clearer photo.
CR00649,USR0088,SP0094,19.829848,74.437515,2022-09-19,CR00649_SP0094.jpg,Seen at riverbank,Pending,"Looks accurate, approved."
CR00650,USR0024,SP0345,19.851571,74.434929,2021-01-24,CR00650_SP0345.jpg,Seen at riverbank,Verified,
CR00651,USR0239,SP0273,19.892045,74.515031,2016-11-12,CR00651_SP0273.jpg,Nesting site found,Verified,Needs a clearer photo.
CR00652,USR0338,SP0059,19.874484,74.453713,2020-11-09,CR00652_SP0059.jpg,Found near farm,Verified,Cross-checked with expert - confirmed.
CR00653,USR0445,SP0004,19.871489,74.525753,2018-11-01,CR00653_SP0004.jpg,Noticed unusual coloration,Verified,
CR00654,USR0033,SP0295,19.820421,74.533575,2016-12-13,CR00654_SP0295.jpg,Found near farm,Pending,"Looks accurate, approved."
CR00655,USR0255,SP0334,19.806541,74.41688,2017-06-08,CR00655_SP0334.jpg,Noticed unusual coloration,Pending,Needs a clearer photo.
CR00656,USR0493,SP0104,19.83826,74.452597,2022-11-09,CR00656_SP0104.jpg,Spotted near temple pond,Verified,Species ID corrected by reviewer.
CR00657,USR0350,SP0457,19.902322,74.400724,2019-04-09,CR00657_SP0457.jpg,Spotted near temple pond,Verified,Duplicate of earlier report.
CR00658,USR0045,SP0447,19.859647,74.547925,2020-05-02,CR00658_SP0447.jpg,Roadkill reported,Pending,"Looks accurate, approved."
CR00659,USR0418,SP0128,19.92856,74.469386,2016-09-17,CR00659_SP0128.jpg,Reported by local farmer,Verified,Needs a clearer photo.
CR00660,USR0120,SP0393,19.849567,74.469656,2025-06-19,CR00660_SP0393.jpg,Noticed unusual coloration,Verified,
CR00661,USR0091,SP0354,19.836505,74.371383,2018-07-30,CR00661_SP0354.jpg,Reported by local farmer,Pending,Duplicate of earlier report.
CR00662,USR0012,SP0020,19.929972,74.39109,2021-08-18,CR00662_SP0020.jpg,Seen during college nature trail,Verified,Species ID corrected by reviewer.
CR00663,USR0035,SP0197,19.803489,74.517816,2021-12-25,CR00663_SP0197.jpg,Seen at riverbank,Verified,
CR00664,USR0176,SP0364,19.864193,74.393041,2020-12-02,CR00664_SP0364.jpg,Noticed unusual coloration,Pending,Needs a clearer photo.
CR00665,USR0404,SP0165,19.866225,74.484987,2026-05-23,CR00665_SP0165.jpg,Noticed unusual coloration,Verified,Cross-checked with expert - confirmed.
CR00666,USR0491,SP0273,19.850842,74.361953,2020-08-20,CR00666_SP0273.jpg,Multiple individuals seen,Verified,
CR00667,USR0462,SP0368,19.930687,74.502546,2019-02-16,CR00667_SP0368.jpg,Seen at riverbank,Pending,"Looks accurate, approved."
CR00668,USR0053,SP0453,19.881027,74.59691,2026-05-25,CR00668_SP0453.jpg,Reported by local farmer,Pending,Cross-checked with expert - confirmed.
CR00669,USR0340,SP0065,19.918827,74.520815,2019-11-07,CR00669_SP0065.jpg,Noticed unusual coloration,Verified,
CR00670,USR0248,SP0434,19.941173,74.456853,2025-03-22,CR00670_SP0434.jpg,Spotted during morning walk,Pending,
CR00671,USR0103,SP0436,19.868406,74.387796,2020-12-08,CR00671_SP0436.jpg,Spotted near temple pond,Pending,Duplicate of earlier report.
CR00672,USR0012,SP0090,19.879724,74.502161,2025-10-21,CR00672_SP0090.jpg,Seen during college nature trail,Pending,Needs a clearer photo.
CR00673,USR0115,SP0244,19.839375,74.597004,2025-10-06,CR00673_SP0244.jpg,Nesting site found,Verified,
CR00674,USR0140,SP0074,19.834473,74.439302,2024-11-26,CR00674_SP0074.jpg,Seen during college nature trail,Verified,
CR00675,USR0488,SP0391,19.864728,74.37245,2021-06-13,CR00675_SP0391.jpg,Multiple individuals seen,Verified,Species ID corrected by reviewer.
CR00676,USR0147,SP0327,19.944496,74.545941,2023-12-09,CR00676_SP0327.jpg,Seen during college nature trail,Verified,
CR00677,USR0196,SP0107,19.811499,74.353083,2020-08-22,CR00677_SP0107.jpg,Multiple individuals seen,Pending,
CR00678,USR0092,SP0039,19.832697,74.38026,2016-08-25,CR00678_SP0039.jpg,Spotted during morning walk,Pending,Needs a clearer photo.
CR00679,USR0500,SP0163,19.821687,74.471138,2019-03-05,CR00679_SP0163.jpg,Spotted near temple pond,Pending,"Looks accurate, approved."
CR00680,USR0231,SP0302,19.815763,74.365103,2025-04-07,CR00680_SP0302.jpg,Spotted near temple pond,Verified,
CR00681,USR0292,SP0156,19.873957,74.462158,2022-03-13,CR00681_SP0156.jpg,Noticed unusual coloration,Verified,Duplicate of earlier report.
CR00682,USR0359,SP0230,19.830624,74.577717,2017-10-14,CR00682_SP0230.jpg,Roadkill reported,Pending,Cross-checked with expert - confirmed.
CR00683,USR0134,SP0437,19.852825,74.544604,2023-08-10,CR00683_SP0437.jpg,Noticed unusual coloration,Pending,Needs a clearer photo.
CR00684,USR0169,SP0244,19.876376,74.357745,2017-01-23,CR00684_SP0244.jpg,Reported by local farmer,Verified,"Looks accurate, approved."
CR00685,USR0360,SP0059,19.931597,74.514259,2019-06-22,CR00685_SP0059.jpg,Seen at riverbank,Verified,
CR00686,USR0191,SP0451,19.857254,74.457442,2021-03-13,CR00686_SP0451.jpg,Roadkill reported,Verified,
